account_id,value_group,account_value,event_month,offer_live,months_since_launch,tenure_months,product_count,churned_within_window,true_effect_prob
D010237,low,3908.14,2,0,,33.0,2,0,0.0
D010238,low,4118.72,1,0,,80.8,2,0,0.0
D010239,high,6659.19,9,0,,240.8,4,0,0.0
D010240,high,38390.37,7,0,,50.3,2,0,0.0
D010241,low,3981.84,19,0,,24.0,1,1,0.0
D010242,high,7592.88,11,0,,76.9,1,0,0.0
D010243,high,8272.08,14,1,2.0,55.7,4,0,-0.040734
D010244,low,1927.98,7,0,,71.1,3,0,0.0
D010245,high,16930.31,18,1,6.0,41.8,4,0,-0.089344
D010246,high,14663.91,7,0,,127.1,2,0,0.0
D010247,high,11586.44,0,0,,49.4,1,1,0.0
D010248,high,10646.03,0,0,,35.7,1,0,0.0
D010249,low,2112.19,14,0,,42.7,1,0,0.0
D010250,high,22540.58,23,1,11.0,24.0,2,0,-0.042747
D010251,low,1905.81,8,0,,52.4,4,0,0.0
D010252,low,1323.96,23,0,,95.9,3,0,0.0
D010253,high,6391.7,13,1,1.0,16.5,2,0,-0.040287
D010254,low,2910.65,3,0,,6.8,4,1,0.0
D010255,low,2404.95,11,0,,110.5,3,0,0.0
D010256,high,5419.71,7,0,,75.3,3,1,0.0
D010257,low,2453.2,18,0,,16.6,2,1,0.0
D010258,high,23268.61,18,1,6.0,8.8,4,0,-0.137484
D010259,low,3700.07,19,0,,72.5,4,1,0.0
D010260,low,3538.77,7,0,,82.3,1,0,0.0
D010261,low,991.31,20,0,,12.2,1,0,0.0
D010262,low,1497.19,13,0,,55.5,2,0,0.0
D010263,high,11547.8,0,0,,89.1,4,0,0.0
D010264,high,22141.91,3,0,,28.3,2,0,0.0
D010265,high,10566.49,9,0,,170.9,1,0,0.0
D010266,low,3448.49,19,0,,34.9,4,0,0.0
D010267,high,6914.45,12,1,0.0,31.9,3,0,0.0
D010268,high,6346.92,19,1,7.0,121.9,4,0,-0.054572
D010269,high,12601.55,21,1,9.0,70.6,1,0,-0.083356
D010270,high,16440.01,10,0,,48.3,1,1,0.0
D010271,high,24893.86,12,1,0.0,7.9,3,0,0.0
D010272,high,6690.28,19,1,7.0,39.6,4,0,-0.081981
D010273,low,4404.59,17,0,,153.7,1,1,0.0
D010274,high,8204.29,22,1,10.0,133.6,1,0,-0.031512
D010275,low,3043.32,10,0,,39.2,3,0,0.0
D010276,high,5660.32,16,1,4.0,171.7,1,0,-0.029181
D010277,high,10568.15,14,1,2.0,26.7,5,0,-0.041906
D010278,high,25564.98,7,0,,69.5,2,0,0.0
D010279,high,7116.4,17,1,5.0,48.3,5,0,-0.04421
D010280,high,13217.69,2,0,,43.3,5,1,0.0
D010281,low,3100.58,8,0,,49.6,1,0,0.0
D010282,low,1547.93,0,0,,10.0,3,1,0.0
D010283,high,19614.54,10,0,,75.0,1,0,0.0
D010284,high,16024.31,15,1,3.0,47.0,3,0,-0.06137
D010285,low,3794.79,16,0,,126.3,1,1,0.0
D010286,high,7170.98,21,1,9.0,74.3,3,0,-0.037669
D010287,high,19198.4,2,0,,53.3,6,0,0.0
D010288,high,5163.32,8,0,,69.9,4,0,0.0
D010289,high,7636.17,2,0,,17.2,5,0,0.0
D010290,high,11643.81,13,1,1.0,76.9,1,0,-0.022344
D010291,low,3331.13,22,0,,57.9,1,0,0.0
D010292,high,13392.33,16,1,4.0,69.2,3,0,-0.059718
D010293,high,69396.04,2,0,,44.8,2,0,0.0
D010294,high,7356.3,16,1,4.0,73.4,5,0,-0.03017
D010295,high,8067.3,23,1,11.0,55.6,3,0,-0.049707
D010296,high,15030.89,6,0,,12.2,2,0,0.0
D010297,low,1332.5,21,0,,36.1,4,1,0.0
D010298,high,22490.94,17,1,5.0,37.7,3,0,-0.040319
D010299,low,4967.92,20,0,,39.4,6,0,0.0
D010300,low,1699.39,22,0,,103.3,1,0,0.0
D010301,high,5326.32,2,0,,92.8,3,0,0.0
D010302,low,2629.22,13,0,,37.8,3,0,0.0
D010303,low,2731.36,13,0,,48.3,3,0,0.0
D010304,low,1260.3,18,0,,7.1,2,1,0.0
D010305,high,64122.8,6,0,,42.4,1,1,0.0
D010306,low,1520.27,22,0,,93.5,2,1,0.0
D010307,high,10229.67,22,1,10.0,52.5,3,0,-0.07134
D010308,low,4206.85,19,0,,31.0,1,1,0.0
D010309,high,7076.87,5,0,,8.3,1,1,0.0
D010310,high,5639.27,10,0,,84.3,1,0,0.0
D010311,high,9766.58,18,1,6.0,47.0,1,0,-0.092415
D010312,high,33277.14,20,1,8.0,49.0,3,0,-0.050583
D010313,high,8574.29,18,1,6.0,62.2,4,0,-0.078864
D010314,high,22302.0,16,1,4.0,24.5,2,0,-0.080704
D010315,high,5152.25,5,0,,20.6,1,0,0.0
D010316,low,3743.45,14,0,,21.1,1,0,0.0
D010317,high,14955.11,4,0,,92.4,1,0,0.0
D010318,low,2573.81,12,0,,13.7,2,0,0.0
D010319,high,6073.55,10,0,,26.5,1,0,0.0
D010320,high,56326.9,4,0,,42.5,3,0,0.0
D010321,high,6515.22,21,1,9.0,52.8,4,0,-0.05934
D010322,high,47481.53,19,1,7.0,74.0,5,0,-0.037804
D010323,high,35291.83,17,1,5.0,42.8,3,0,-0.066392
D010324,low,5021.42,7,0,,43.8,5,0,0.0
D010325,high,9151.93,13,1,1.0,66.1,5,1,-0.028054
D010326,low,3442.58,0,0,,131.4,5,0,0.0
D010327,high,6246.97,4,0,,149.3,2,0,0.0
D010328,high,14982.56,17,1,5.0,109.6,1,0,-0.032015
D010329,low,3095.62,15,0,,120.4,1,0,0.0
D010330,low,1605.63,8,0,,20.4,2,0,0.0
D010331,low,4841.22,12,0,,34.1,1,0,0.0
D010332,high,6330.73,2,0,,23.9,1,1,0.0
D010333,high,10961.85,21,1,9.0,43.3,2,0,-0.071223
D010334,high,27255.46,16,1,4.0,95.5,6,0,-0.067627
D010335,high,23150.73,3,0,,33.3,3,0,0.0
D010336,low,2928.07,6,0,,124.7,1,0,0.0
D010337,high,14147.07,3,0,,14.6,2,0,0.0
D010338,high,10471.88,16,1,4.0,45.2,5,0,-0.044774
D010339,high,10676.79,22,1,10.0,94.0,3,0,-0.093511
D010340,high,8211.98,1,0,,12.5,3,0,0.0
D010341,high,12836.18,16,1,4.0,29.1,2,0,-0.056584
D010342,high,10323.17,20,1,8.0,13.2,3,0,-0.070341
D010343,high,23868.42,16,1,4.0,127.2,2,0,-0.048318
D010344,high,13284.6,6,0,,27.8,4,0,0.0
D010345,low,602.11,15,0,,88.5,3,0,0.0
D010346,high,5700.59,20,1,8.0,101.4,3,0,-0.050778
D010347,high,18684.66,23,1,11.0,53.8,6,0,-0.04452
D010348,low,1208.05,11,0,,45.8,3,0,0.0
D010349,high,58474.25,19,1,7.0,68.1,2,0,-0.057529
D010350,low,4000.4,6,0,,78.0,4,0,0.0
D010351,high,10040.49,3,0,,35.7,3,0,0.0
D010352,low,902.14,5,0,,50.7,2,0,0.0
D010353,low,3465.37,4,0,,159.9,4,0,0.0
D010354,low,3012.42,1,0,,92.8,4,0,0.0
D010355,low,1136.48,0,0,,83.4,4,0,0.0
D010356,high,23822.58,8,0,,81.5,3,0,0.0
D010357,high,17551.39,15,1,3.0,97.0,4,0,-0.078304
D010358,low,1490.24,10,0,,52.5,1,0,0.0
D010359,high,8449.89,5,0,,99.0,2,0,0.0
D010360,high,15907.77,19,1,7.0,108.7,2,0,-0.055191
D010361,high,12163.65,12,1,0.0,5.8,5,0,0.0
D010362,high,9244.28,1,0,,54.6,5,0,0.0
D010363,high,10429.25,23,1,11.0,79.5,5,1,-0.041002
D010364,high,5274.61,4,0,,7.7,1,1,0.0
D010365,high,34010.57,22,1,10.0,31.7,5,0,-0.052555
D010366,high,5820.71,21,1,9.0,4.7,3,1,-0.087089
D010367,low,518.56,21,0,,75.6,3,1,0.0
D010368,low,3155.21,9,0,,48.1,2,0,0.0
D010369,low,3895.32,14,0,,36.0,4,1,0.0
D010370,low,3226.36,13,0,,33.0,1,0,0.0
D010371,low,4818.03,6,0,,45.2,4,0,0.0
D010372,low,3840.06,2,0,,8.2,3,0,0.0
D010373,low,1340.98,12,0,,47.3,2,0,0.0
D010374,high,5052.06,22,1,10.0,38.5,4,0,-0.07876
D010375,low,2438.46,17,0,,47.6,1,0,0.0
D010376,high,8248.25,15,1,3.0,27.3,1,0,-0.09088
D010377,low,3703.21,17,0,,135.8,4,0,0.0
D010378,low,1248.89,13,0,,15.6,2,0,0.0
D010379,high,14424.19,5,0,,74.2,1,1,0.0
D010380,low,4332.35,10,0,,50.1,1,0,0.0
D010381,high,8897.17,9,0,,28.7,4,0,0.0
D010382,high,66371.06,15,1,3.0,65.5,1,0,-0.091239
D010383,high,10732.65,14,1,2.0,8.1,1,0,-0.046353
D010384,high,19502.61,23,1,11.0,101.4,2,0,-0.067529
D010385,high,53869.94,6,0,,45.2,1,1,0.0
D010386,high,21057.05,0,0,,48.4,3,0,0.0
D010387,high,8165.24,9,0,,64.7,1,0,0.0
D010388,high,10995.86,12,1,0.0,20.7,4,0,0.0
D010389,low,3881.95,2,0,,38.3,2,0,0.0
D010390,low,3317.25,22,0,,75.3,3,0,0.0
D010391,high,5793.87,14,1,2.0,29.9,4,0,-0.062838
D010392,high,9163.93,23,1,11.0,26.2,1,0,-0.039389
D010393,high,7647.7,14,1,2.0,52.2,4,0,-0.043811
D010394,low,2497.42,3,0,,29.3,2,0,0.0
D010395,high,22367.63,13,1,1.0,186.4,3,0,-0.009706
D010396,high,8283.03,12,1,0.0,86.8,4,0,0.0
D010397,high,13064.07,2,0,,68.8,5,0,0.0
D010398,high,7616.41,3,0,,98.0,2,0,0.0
D010399,low,4243.46,1,0,,144.8,2,0,0.0
D010400,low,3523.63,23,0,,80.8,2,0,0.0
D010401,high,18058.01,4,0,,63.4,3,0,0.0
D010402,low,4718.91,1,0,,14.6,3,0,0.0
D010403,low,794.96,21,0,,60.4,1,1,0.0
D010404,low,1520.0,7,0,,161.5,2,0,0.0
D010405,low,3342.07,2,0,,31.2,2,0,0.0
D010406,low,3840.22,16,0,,58.2,6,0,0.0
D010407,low,4681.47,3,0,,18.1,1,1,0.0
D010408,low,2831.48,10,0,,52.6,2,1,0.0
D010409,high,6237.93,19,1,7.0,70.4,3,0,-0.065262
D010410,high,7423.67,15,1,3.0,39.5,4,0,-0.052835
D010411,low,2321.93,15,0,,88.9,2,0,0.0
D010412,low,510.3,17,0,,43.4,1,0,0.0
D010413,high,9267.29,15,1,3.0,47.9,1,0,-0.080536
D010414,high,11038.7,18,1,6.0,126.6,2,0,-0.106727
D010415,high,6697.35,18,1,6.0,69.2,2,0,-0.038198
D010416,high,5342.52,14,1,2.0,28.5,3,0,-0.053439
D010417,low,1829.6,8,0,,30.6,1,0,0.0
D010418,low,668.97,13,0,,37.6,1,1,0.0
D010419,low,1532.27,5,0,,7.3,3,1,0.0
D010420,high,23839.31,3,0,,33.9,4,0,0.0
D010421,high,14528.39,4,0,,41.3,1,0,0.0
D010422,high,22800.88,13,1,1.0,16.5,6,1,-0.026335
D010423,high,6934.45,18,1,6.0,22.4,1,0,-0.103108
D010424,low,2190.02,5,0,,135.1,1,0,0.0
D010425,high,7552.02,21,1,9.0,17.1,2,0,-0.083482
D010426,high,6937.77,3,0,,56.6,2,1,0.0
D010427,high,13017.52,20,1,8.0,54.8,4,0,-0.074277
D010428,low,1327.02,9,0,,283.9,2,0,0.0
D010429,high,9633.09,23,1,11.0,20.3,4,0,-0.064169
D010430,low,4148.22,19,0,,39.7,1,0,0.0
D010431,high,14873.06,10,0,,50.7,1,0,0.0
D010432,high,23961.9,16,1,4.0,168.8,2,0,-0.023576
D010433,low,1853.44,21,0,,26.8,2,0,0.0
D010434,high,13098.7,18,1,6.0,82.0,4,0,-0.079363
D010435,low,810.84,16,0,,46.8,2,0,0.0
D010436,high,15550.61,0,0,,16.2,3,0,0.0
D010437,low,3053.89,22,0,,76.4,1,0,0.0
D010438,high,7134.17,19,1,7.0,63.8,3,0,-0.065067
D010439,high,6168.66,4,0,,46.4,2,0,0.0
D010440,high,10737.14,6,0,,62.2,1,0,0.0
D010441,high,5932.09,8,0,,149.2,4,0,0.0
D010442,low,3226.02,3,0,,79.0,2,0,0.0
D010443,high,6167.05,14,1,2.0,28.6,2,0,-0.058764
D010444,high,6951.41,16,1,4.0,49.9,2,0,-0.048551
D010445,high,20877.47,15,1,3.0,58.5,3,0,-0.047307
D010446,high,28732.6,11,0,,88.0,4,1,0.0
D010447,low,3152.29,23,0,,66.7,1,0,0.0
D010448,high,5986.67,18,1,6.0,18.2,2,0,-0.095673
D010449,high,8032.09,12,1,0.0,30.1,1,0,0.0
D010450,low,1205.4,16,0,,42.0,1,0,0.0
D010451,low,3510.04,19,0,,37.1,1,0,0.0
D010452,high,7843.55,21,1,9.0,76.4,4,0,-0.041944
D010453,high,10104.54,11,0,,25.9,1,0,0.0
D010454,low,4147.25,21,0,,63.3,4,0,0.0
D010455,high,12373.39,5,0,,54.9,5,0,0.0
D010456,low,767.5,13,0,,47.2,2,0,0.0
D010457,high,18971.23,20,1,8.0,17.8,3,0,-0.053099
D010458,low,2150.19,23,0,,94.0,2,0,0.0
D010459,low,597.79,17,0,,111.6,1,0,0.0
D010460,high,17278.39,10,0,,112.9,2,0,0.0
D010461,low,2217.87,3,0,,60.2,1,0,0.0
D010462,low,2842.95,6,0,,24.1,4,0,0.0
D010463,low,2967.18,2,0,,11.8,2,0,0.0
D010464,low,899.05,13,0,,59.7,5,0,0.0
D010465,low,2684.79,3,0,,39.4,5,1,0.0
D010466,low,1390.43,22,0,,76.1,4,0,0.0
D010467,low,2744.77,23,0,,160.5,2,0,0.0
D010468,high,13348.64,2,0,,62.5,4,0,0.0
D010469,high,16790.78,9,0,,31.7,3,0,0.0
D010470,high,10238.57,22,1,10.0,40.7,3,0,-0.07834
D010471,low,1778.49,2,0,,36.4,2,0,0.0
D010472,low,487.38,16,0,,88.3,2,0,0.0
D010473,high,13451.46,0,0,,42.8,2,0,0.0
D010474,low,2556.96,5,0,,38.2,2,1,0.0
D010475,low,2399.89,7,0,,52.9,2,1,0.0
D010476,high,7104.37,17,1,5.0,19.6,2,0,-0.054838
D010477,low,5012.16,5,0,,35.8,1,1,0.0
D010478,high,30526.89,0,0,,32.0,2,0,0.0
D010479,high,44077.11,2,0,,178.7,5,0,0.0
D010480,high,11282.19,5,0,,33.0,1,0,0.0
D010481,high,10739.07,5,0,,25.8,2,0,0.0
D010482,high,5066.24,19,1,7.0,23.7,3,1,-0.120194
D010483,low,3333.86,0,0,,157.7,4,1,0.0
D010484,low,1908.25,17,0,,148.4,4,0,0.0
D010485,low,2639.23,21,0,,60.1,5,0,0.0
D010486,high,10330.2,3,0,,80.4,4,0,0.0
D010487,high,7045.95,2,0,,106.3,1,0,0.0
D010488,low,1494.99,12,0,,45.8,1,0,0.0
D010489,high,18122.82,7,0,,82.6,3,0,0.0
D010490,high,12966.22,18,1,6.0,134.8,2,0,-0.044207
D010491,low,2225.08,21,0,,94.5,1,0,0.0
D010492,high,38797.05,13,1,1.0,24.5,2,0,-0.041476
D010493,low,2555.81,1,0,,73.5,1,0,0.0
D010494,low,1668.04,7,0,,107.3,5,1,0.0
D010495,low,2968.87,13,0,,29.7,6,0,0.0
D010496,high,61580.25,2,0,,87.9,4,0,0.0
D010497,high,7622.4,23,1,11.0,44.2,1,0,-0.088015
D010498,high,8863.09,18,1,6.0,69.0,2,0,-0.029546
D010499,low,1263.65,13,0,,16.7,2,0,0.0
D010500,high,6951.8,21,1,9.0,40.3,4,0,-0.043509
D010501,high,6939.69,7,0,,26.4,2,0,0.0
D010502,high,5387.93,19,1,7.0,49.7,2,0,-0.097465
D010503,low,1584.81,0,0,,29.0,1,1,0.0
D010504,high,6844.66,11,0,,88.3,2,0,0.0
D010505,low,1441.25,21,0,,46.6,1,0,0.0
D010506,high,20918.25,19,1,7.0,78.2,1,0,-0.061942
D010507,low,2689.92,18,0,,110.4,2,0,0.0
D010508,low,987.07,21,0,,102.4,1,0,0.0
D010509,low,2964.7,1,0,,141.4,6,1,0.0
D010510,low,4071.55,5,0,,14.9,1,1,0.0
D010511,high,5404.11,1,0,,19.8,2,0,0.0
D010512,low,3563.06,2,0,,121.4,1,0,0.0
D010513,high,11198.17,12,1,0.0,43.9,3,0,0.0
D010514,low,3290.02,17,0,,78.5,4,0,0.0
D010515,low,1939.6,1,0,,61.9,1,0,0.0
D010516,low,2963.85,15,0,,54.1,4,0,0.0
D010517,high,6574.43,12,1,0.0,89.8,1,0,0.0
D010518,low,4941.88,10,0,,10.9,4,0,0.0
D010519,high,33683.81,11,0,,61.0,2,1,0.0
D010520,high,7728.13,3,0,,92.8,5,0,0.0
D010521,high,5201.69,20,1,8.0,30.8,5,0,-0.063907
D010522,low,3642.74,15,0,,27.2,1,0,0.0
D010523,high,16333.8,21,1,9.0,19.2,1,0,-0.053631
D010524,high,9843.46,8,0,,76.8,3,0,0.0
D010525,high,5326.96,8,0,,67.6,3,0,0.0
D010526,low,2652.05,20,0,,41.3,1,0,0.0
D010527,low,2973.65,18,0,,161.7,2,0,0.0
D010528,high,11478.58,20,1,8.0,26.3,1,0,-0.059806
D010529,low,1463.05,17,0,,16.4,3,0,0.0
D010530,high,8540.44,14,1,2.0,56.8,4,0,-0.040787
D010531,high,9501.35,2,0,,12.4,1,0,0.0
D010532,high,9638.12,5,0,,57.6,3,1,0.0
D010533,low,1473.53,13,0,,45.6,3,0,0.0
D010534,high,37112.78,5,0,,8.6,2,0,0.0
D010535,high,8836.23,8,0,,105.6,1,0,0.0
D010536,low,5014.59,22,0,,84.8,1,0,0.0
D010537,high,15123.65,12,1,0.0,187.3,4,0,0.0
D010538,low,3054.44,21,0,,26.2,3,0,0.0
D010539,low,831.67,23,0,,130.7,2,0,0.0
D010540,low,1434.72,10,0,,123.8,2,0,0.0
D010541,high,7447.07,23,1,11.0,32.0,4,0,-0.069308
D010542,low,2229.78,14,0,,52.4,4,0,0.0
D010543,low,3655.54,19,0,,103.6,1,0,0.0
D010544,high,31990.54,6,0,,131.6,1,0,0.0
D010545,high,22512.32,17,1,5.0,29.7,5,0,-0.129122
D010546,low,4701.89,13,0,,47.0,1,0,0.0
D010547,high,7225.3,3,0,,42.9,3,0,0.0
D010548,high,9945.67,14,1,2.0,74.2,2,0,-0.045123
D010549,low,1687.87,13,0,,146.6,2,0,0.0
D010550,high,7733.34,17,1,5.0,85.9,3,0,-0.05837
D010551,high,5492.44,17,1,5.0,34.1,1,0,-0.077514
D010552,low,2358.83,6,0,,38.1,4,1,0.0
D010553,low,1138.8,11,0,,14.9,3,0,0.0
D010554,high,9232.89,18,1,6.0,22.9,2,0,-0.072096
D010555,high,6412.39,1,0,,36.0,2,0,0.0
D010556,low,4430.68,2,0,,64.4,1,1,0.0
D010557,high,9022.31,19,1,7.0,101.7,1,0,-0.049404
D010558,high,15829.13,16,1,4.0,30.9,2,1,-0.091502
D010559,high,9492.49,3,0,,166.2,2,0,0.0
D010560,low,2963.65,12,0,,13.7,3,0,0.0
D010561,low,2516.22,19,0,,42.9,3,0,0.0
D010562,low,1473.74,13,0,,70.2,1,0,0.0
D010563,high,8366.29,10,0,,93.5,2,0,0.0
D010564,low,3365.96,11,0,,62.8,6,0,0.0
D010565,low,829.18,17,0,,35.1,1,0,0.0
D010566,high,9549.05,10,0,,20.2,3,0,0.0
D010567,high,10516.28,18,1,6.0,70.3,5,0,-0.064534
D010568,low,1476.63,8,0,,141.8,1,0,0.0
D010569,low,2529.08,23,0,,27.1,6,0,0.0
D010570,high,5832.69,13,1,1.0,67.4,1,0,-0.023442
D010571,high,8638.05,17,1,5.0,35.4,2,0,-0.063726
D010572,low,2058.15,4,0,,66.8,4,1,0.0
D010573,low,1496.54,20,0,,21.9,6,0,0.0
D010574,low,2351.73,14,0,,66.8,2,0,0.0
D010575,low,3255.54,10,0,,32.9,2,0,0.0
D010576,high,5441.33,20,1,8.0,61.1,1,0,-0.052359
D010577,high,22772.34,17,1,5.0,97.0,1,0,-0.043255
D010578,high,11614.28,22,1,10.0,49.4,2,0,-0.044772
D010579,low,4409.63,6,0,,6.0,2,0,0.0
D010580,low,3419.39,6,0,,36.1,2,0,0.0
D010581,high,30731.65,11,0,,30.9,2,0,0.0
D010582,low,4338.86,5,0,,16.3,3,0,0.0
D010583,high,9531.6,23,1,11.0,52.5,4,0,-0.050517
D010584,high,10453.44,17,1,5.0,24.0,1,0,-0.089999
D010585,high,10413.21,20,1,8.0,85.2,6,0,-0.053474
D010586,low,2154.12,1,0,,82.0,2,0,0.0
D010587,high,5948.55,13,1,1.0,17.0,3,0,-0.04811
D010588,high,21140.93,13,1,1.0,74.4,4,0,-0.021598
D010589,high,34654.72,4,0,,78.7,5,0,0.0
D010590,low,4212.9,2,0,,66.4,4,0,0.0
D010591,high,10195.79,22,1,10.0,66.2,2,0,-0.08566
D010592,low,877.48,21,0,,100.2,1,0,0.0
D010593,low,3067.26,12,0,,32.3,3,0,0.0
D010594,low,3552.29,13,0,,35.0,3,0,0.0
D010595,high,18169.1,7,0,,28.6,1,0,0.0
D010596,low,505.63,5,0,,17.7,2,0,0.0
D010597,low,1363.3,12,0,,24.9,3,0,0.0
D010598,high,10082.55,6,0,,16.3,1,0,0.0
D010599,high,24620.09,21,1,9.0,97.0,3,0,-0.042413
D010600,low,2303.23,20,0,,74.2,3,0,0.0
D010601,high,11537.67,14,1,2.0,56.3,1,0,-0.037886
D010602,high,6762.2,15,1,3.0,104.7,1,0,-0.055479
D010603,low,1129.59,21,0,,50.2,3,0,0.0
D010604,low,1756.8,0,0,,23.0,4,0,0.0
D010605,high,119692.95,21,1,9.0,46.9,3,0,-0.076111
D010606,low,1235.42,10,0,,105.5,2,0,0.0
D010607,low,4146.01,7,0,,25.2,5,0,0.0
D010608,high,27114.34,5,0,,59.5,3,0,0.0
D010609,low,573.94,0,0,,53.3,6,0,0.0
D010610,high,12066.34,19,1,7.0,67.4,4,0,-0.03794
D010611,high,13581.27,12,1,0.0,71.7,1,0,0.0
D010612,low,4848.83,0,0,,11.4,2,0,0.0
D010613,low,1218.8,6,0,,10.8,1,0,0.0
D010614,low,4224.34,1,0,,96.3,4,1,0.0
D010615,high,13487.1,3,0,,88.7,2,1,0.0
D010616,low,2380.18,22,0,,75.6,2,0,0.0
D010617,low,4716.97,18,0,,6.5,2,0,0.0
D010618,high,22116.2,5,0,,47.4,5,0,0.0
D010619,high,17582.69,1,0,,109.7,3,0,0.0
D010620,low,1490.94,11,0,,77.7,2,0,0.0
D010621,low,4249.55,15,0,,109.0,1,0,0.0
D010622,high,8313.34,15,1,3.0,121.3,4,0,-0.04239
D010623,low,1414.27,4,0,,64.6,5,0,0.0
D010624,high,30591.7,19,1,7.0,36.7,3,0,-0.057149
D010625,high,26131.08,18,1,6.0,18.4,1,0,-0.046231
D010626,high,14968.77,20,1,8.0,68.1,2,0,-0.056862
D010627,low,3599.79,18,0,,155.3,6,0,0.0
D010628,high,92161.23,0,0,,43.5,5,0,0.0
D010629,low,3441.33,23,0,,44.6,2,0,0.0
D010630,high,14204.46,10,0,,19.8,1,0,0.0
D010631,high,67720.16,0,0,,78.7,1,0,0.0
D010632,low,1991.32,5,0,,85.7,2,0,0.0
D010633,low,592.46,7,0,,17.1,5,0,0.0
D010634,low,2097.78,7,0,,21.0,1,0,0.0
D010635,low,3494.89,20,0,,17.0,1,0,0.0
D010636,high,5145.49,5,0,,66.5,3,0,0.0
D010637,high,7766.26,19,1,7.0,46.4,3,0,-0.080684
D010638,high,6460.51,8,0,,19.1,2,0,0.0
D010639,high,27362.47,2,0,,34.6,4,0,0.0
D010640,high,8338.64,23,1,11.0,36.3,3,0,-0.048645
D010641,low,3633.3,14,0,,67.8,1,0,0.0
D010642,low,2527.08,0,0,,39.8,4,0,0.0
D010643,high,8231.13,13,1,1.0,66.6,1,0,-0.016715
D010644,low,3008.89,22,0,,71.7,2,0,0.0
D010645,high,6399.31,6,0,,31.3,2,0,0.0
D010646,low,1276.87,22,0,,97.4,3,0,0.0
D010647,low,945.8,22,0,,23.7,3,0,0.0
D010648,low,4688.74,3,0,,21.5,2,0,0.0
D010649,low,4944.59,13,0,,51.6,3,0,0.0
D010650,high,5864.69,18,1,6.0,31.1,4,0,-0.081155
D010651,low,1428.41,8,0,,1.0,2,0,0.0
D010652,low,322.09,14,0,,35.5,2,1,0.0
D010653,low,3926.61,12,0,,162.5,1,1,0.0
D010654,low,1079.99,1,0,,157.1,1,0,0.0
D010655,high,14827.5,9,0,,35.2,5,0,0.0
D010656,low,1859.14,2,0,,24.0,1,0,0.0
D010657,low,2954.8,4,0,,87.5,1,0,0.0
D010658,high,24027.94,11,0,,29.7,2,0,0.0
D010659,low,3064.0,12,0,,86.4,2,0,0.0
D010660,high,31133.16,19,1,7.0,11.1,5,0,-0.11032
D010661,low,3363.74,3,0,,15.9,3,0,0.0
D010662,high,8622.16,16,1,4.0,115.9,2,0,-0.049561
D010663,high,5829.44,10,0,,100.1,3,0,0.0
D010664,low,4133.42,16,0,,51.8,2,0,0.0
D010665,low,3764.89,14,0,,29.2,3,0,0.0
D010666,high,26881.67,2,0,,138.6,1,0,0.0
D010667,high,9632.6,5,0,,34.7,3,0,0.0
D010668,low,2880.0,15,0,,30.7,2,0,0.0
D010669,high,11013.57,18,1,6.0,99.5,2,0,-0.032167
D010670,low,2224.87,16,0,,12.4,4,0,0.0
D010671,high,5106.64,0,0,,47.6,3,0,0.0
D010672,low,1327.29,1,0,,21.7,1,1,0.0
D010673,high,5290.75,18,1,6.0,151.6,2,0,-0.0442
D010674,high,8066.74,6,0,,81.7,2,0,0.0
D010675,low,3283.74,17,0,,15.3,2,0,0.0
D010676,low,1560.27,0,0,,67.1,3,0,0.0
D010677,low,4152.59,14,0,,69.8,4,0,0.0
D010678,low,1067.57,21,0,,49.2,1,1,0.0
D010679,low,2413.07,10,0,,116.5,1,0,0.0
D010680,low,4818.79,20,0,,94.3,3,1,0.0
D010681,low,323.35,11,0,,33.9,1,0,0.0
D010682,high,19597.73,14,1,2.0,71.1,2,0,-0.044058
D010683,low,919.11,3,0,,163.1,1,0,0.0
D010684,low,1393.9,23,0,,6.4,3,0,0.0
D010685,high,5398.43,17,1,5.0,114.3,4,0,-0.091137
D010686,high,6120.45,17,1,5.0,40.8,1,0,-0.065923
D010687,low,3490.08,0,0,,26.6,5,1,0.0
D010688,high,22206.07,12,1,0.0,65.3,2,1,0.0
D010689,low,1432.74,9,0,,135.7,2,0,0.0
D010690,high,9109.44,4,0,,47.8,5,0,0.0
D010691,low,4086.54,11,0,,22.0,2,1,0.0
D010692,high,11289.02,10,0,,88.4,2,0,0.0
D010693,high,6630.93,1,0,,26.6,4,1,0.0
D010694,low,2510.49,20,0,,108.4,2,0,0.0
D010695,high,51036.24,12,1,0.0,81.5,3,0,0.0
D010696,low,1028.86,15,0,,38.8,1,0,0.0
D010697,high,15037.62,5,0,,79.1,2,0,0.0
D010698,high,87467.56,7,0,,25.2,3,0,0.0
D010699,high,6729.05,14,1,2.0,34.8,3,0,-0.050552
D010700,high,20495.71,20,1,8.0,44.3,5,0,-0.056146
D010701,high,9872.46,20,1,8.0,83.7,5,0,-0.067585
D010702,low,739.48,21,0,,216.2,5,0,0.0
D010703,high,12350.41,9,0,,64.3,4,0,0.0
D010704,high,6425.25,8,0,,45.1,1,0,0.0
D010705,low,786.04,19,0,,42.0,1,0,0.0
D010706,high,8255.26,6,0,,18.0,4,0,0.0
D010707,high,9110.9,23,1,11.0,57.5,2,0,-0.04357
D010708,low,1012.52,14,0,,9.6,2,0,0.0
D010709,high,23177.39,22,1,10.0,77.0,5,0,-0.030696
