account_id,withdrawal_pct,treated_rm_contact,tenure_months,product_count,balance,account_value,churn_within_60d
W010584,62.97,1,134.0,1,35335.24,40635.53,0
W010585,21.97,0,48.6,1,3107.55,3573.68,0
W010586,5.56,0,236.0,2,4204.1,5465.33,0
W010587,47.09,1,73.2,1,3156.85,3630.38,0
W010588,52.27,1,53.9,1,3773.39,4339.39,0
W010589,18.44,0,28.4,1,6767.91,7783.09,0
W010590,30.42,1,131.5,1,4253.39,4891.4,0
W010591,9.96,0,138.0,3,10572.03,15329.44,0
W010592,6.85,0,81.8,2,9513.12,12367.06,0
W010593,42.07,1,10.8,2,13249.07,17223.79,0
W010594,0.0,0,23.7,2,6238.59,8110.17,0
W010595,1.0,0,21.7,2,4807.06,6249.18,0
W010596,41.44,1,25.3,3,14745.73,21381.31,0
W010597,41.0,1,140.2,4,9792.29,15667.66,0
W010598,31.27,1,97.0,1,9367.58,10772.71,0
W010599,27.12,0,27.0,5,8020.29,14035.51,0
W010600,30.35,1,105.6,4,6339.97,10143.95,0
W010601,24.27,0,18.5,2,13347.53,17351.79,0
W010602,37.07,1,34.1,2,32446.82,42180.86,1
W010603,0.0,0,51.8,2,4574.17,5946.42,0
W010604,37.71,1,64.2,3,1868.93,2709.96,0
W010605,33.95,1,41.8,2,3462.88,4501.75,0
W010606,40.98,1,17.8,3,4255.85,6170.98,0
W010607,31.25,1,132.1,3,2930.33,4248.97,0
W010608,38.01,1,24.9,3,17450.77,25303.62,0
W010609,19.57,0,32.7,4,1558.84,2494.15,0
W010610,39.7,1,35.8,1,38250.34,43987.89,0
W010611,8.86,0,59.3,2,3353.79,4359.93,0
W010612,33.85,1,155.1,1,2870.81,3301.44,0
W010613,7.11,0,94.8,2,7249.21,9423.98,0
W010614,56.75,1,22.3,3,10212.08,14807.51,0
W010615,26.7,0,30.4,3,1561.62,2264.35,0
W010616,36.6,1,19.6,1,5420.61,6233.71,0
W010617,7.57,0,66.1,3,3379.43,4900.17,0
W010618,26.58,0,38.7,2,8061.3,10479.7,0
W010619,28.51,0,80.3,4,15749.91,25199.85,0
W010620,33.18,1,38.0,2,4731.87,6151.43,0
W010621,27.5,0,10.7,4,16306.46,26090.33,0
W010622,14.54,0,86.1,1,14882.18,17114.5,1
W010623,0.0,0,41.0,2,10106.04,13137.85,0
W010624,0.0,0,15.0,3,8723.87,12649.61,0
W010625,47.91,1,58.0,1,5738.11,6598.83,0
W010626,32.47,1,15.7,1,3866.75,4446.77,0
W010627,31.82,1,25.2,2,3697.17,4806.32,1
W010628,49.88,1,87.7,1,25795.83,29665.2,0
W010629,37.63,1,111.5,1,5517.3,6344.9,0
W010630,31.76,1,59.5,6,4276.6,8125.53,0
W010631,45.99,1,37.5,2,15937.98,20719.37,0
W010632,31.71,1,12.8,2,12957.15,16844.3,1
W010633,25.9,0,36.0,2,3106.48,4038.42,0
W010634,11.39,0,38.2,2,15247.46,19821.7,0
W010635,34.73,1,11.9,2,11458.0,14895.4,1
W010636,26.14,0,120.3,4,1919.75,3071.6,0
W010637,39.96,1,138.1,2,15053.58,19569.65,0
W010638,28.06,0,25.0,1,2553.44,2936.46,0
W010639,3.94,0,35.4,4,2456.64,3930.62,0
W010640,32.09,1,60.9,5,7906.49,13836.36,0
W010641,4.77,0,148.5,5,3362.06,5883.6,0
W010642,46.57,1,33.4,2,11462.02,14900.62,0
W010643,23.11,0,100.6,1,9475.69,10897.04,0
W010644,18.0,0,47.1,4,12431.93,19891.08,0
W010645,38.23,1,5.7,2,11786.98,15323.08,0
W010646,62.41,1,51.6,3,4083.57,5921.18,0
W010647,11.67,0,57.4,3,3825.94,5547.62,0
W010648,14.79,0,48.6,3,3265.6,4735.13,0
W010649,48.1,1,87.3,5,3472.02,6076.03,0
W010650,22.67,0,47.9,3,8291.34,12022.45,0
W010651,34.27,1,19.2,4,5574.16,8918.66,0
W010652,38.27,1,98.5,5,4774.48,8355.33,0
W010653,8.27,0,23.5,2,7826.61,10174.6,0
W010654,26.94,0,52.7,2,11558.96,15026.65,0
W010655,31.91,1,83.2,1,9148.63,10520.93,0
W010656,10.53,0,66.2,3,10552.89,15301.69,0
W010657,20.52,0,145.7,1,9734.48,11194.66,0
W010658,6.65,0,83.2,1,2778.81,3195.64,0
W010659,37.81,1,70.0,4,35631.58,57010.52,0
W010660,36.27,1,38.5,3,11261.84,16329.67,0
W010661,63.9,1,110.5,3,8137.29,11799.08,0
W010662,30.19,1,83.2,2,14411.8,18735.34,0
W010663,24.94,0,18.5,2,3311.28,4304.67,0
W010664,22.95,0,32.4,1,11681.5,13433.73,0
W010665,10.98,0,41.0,2,4869.84,6330.79,0
W010666,62.51,1,42.8,2,631.3,820.69,0
W010667,31.21,1,56.5,4,1570.16,2512.25,0
W010668,17.81,0,14.3,1,4019.79,4622.76,0
W010669,59.23,1,139.5,2,5805.28,7546.86,1
W010670,38.59,1,61.5,3,5402.77,7834.02,0
W010671,57.88,1,62.9,5,4233.68,7408.94,0
W010672,13.36,0,64.3,1,3714.81,4272.03,0
W010673,30.27,1,24.7,2,7570.11,9841.15,0
W010674,35.97,1,43.6,5,7506.72,13136.75,0
W010675,39.24,1,33.3,1,33475.06,38496.32,0
W010676,52.85,1,74.9,2,10466.66,13606.65,0
W010677,68.67,1,69.5,1,11893.38,13677.39,0
W010678,50.14,1,64.1,2,4260.19,5538.24,0
W010679,45.23,1,79.6,1,14213.17,16345.15,0
W010680,24.16,0,58.4,3,6046.75,8767.79,0
W010681,54.86,1,19.9,1,31384.97,36092.71,1
W010682,35.48,1,76.6,1,5143.34,5914.85,0
W010683,26.81,0,70.9,6,21776.78,41375.88,0
W010684,15.82,0,40.4,1,7456.37,8574.83,0
W010685,46.82,1,24.2,1,3684.26,4236.9,0
W010686,13.63,0,15.1,5,20989.87,36732.27,0
W010687,24.61,0,55.8,2,3837.39,4988.61,0
W010688,13.56,0,13.1,2,1138.51,1480.07,0
W010689,73.47,1,68.8,1,4260.66,4899.75,0
W010690,69.0,1,83.3,2,4128.17,5366.62,1
W010691,36.17,1,46.5,3,4483.78,6501.48,0
W010692,15.49,0,94.2,2,9235.5,12006.16,0
W010693,23.64,0,28.9,1,2009.04,2310.39,0
W010694,27.07,0,67.0,3,5076.06,7360.29,1
W010695,14.86,0,15.6,3,29479.6,42745.42,0
W010696,64.39,1,37.1,2,12307.8,16000.14,1
W010697,48.31,1,73.4,2,3859.27,5017.05,0
W010698,37.08,1,91.5,1,3382.12,3889.43,0
W010699,0.35,0,19.3,3,8331.91,12081.26,0
W010700,53.46,1,16.1,4,8701.41,13922.25,0
W010701,0.0,0,24.3,1,8789.36,10107.77,0
W010702,47.94,1,39.6,2,21745.14,28268.69,0
W010703,5.83,0,10.3,3,5401.51,7832.19,0
W010704,20.05,0,33.9,3,12029.62,17442.95,1
W010705,36.97,1,55.1,1,13545.16,15576.94,0
W010706,25.01,0,133.1,4,6261.31,10018.1,0
W010707,3.57,0,86.0,3,4175.84,6054.96,1
W010708,58.33,1,91.7,2,18195.51,23654.16,0
W010709,54.35,1,20.1,4,13198.66,21117.86,0
W010710,33.18,1,59.0,2,7290.56,9477.72,0
W010711,26.83,0,41.3,1,15715.61,18072.95,1
W010712,22.73,0,75.5,1,12760.73,14674.84,0
W010713,24.62,0,20.0,3,10124.94,14681.16,1
W010714,20.73,0,70.4,2,16785.2,21820.76,0
W010715,14.02,0,65.7,1,7027.44,8081.55,0
W010716,0.0,0,58.9,1,8903.64,10239.18,0
W010717,56.22,1,51.6,2,4882.47,6347.21,0
W010718,25.59,0,177.0,1,1224.31,1407.95,0
W010719,11.36,0,141.5,1,11687.79,13440.96,0
W010720,42.06,1,61.1,1,8066.85,9276.88,0
W010721,12.28,0,7.1,2,8129.75,10568.67,0
W010722,0.0,0,50.6,2,4139.49,5381.34,0
W010723,19.07,0,90.8,2,1689.56,2196.43,0
W010724,40.12,1,43.1,1,8358.32,9612.07,0
W010725,38.68,1,34.3,1,2928.65,3367.95,0
W010726,56.12,1,70.3,3,5874.12,8517.48,0
W010727,14.14,0,36.2,2,824.77,1072.2,0
W010728,1.97,0,70.8,2,2878.75,3742.37,0
W010729,0.0,0,32.8,3,9850.18,14282.76,0
W010730,3.14,0,50.2,1,5850.55,6728.13,0
W010731,26.89,0,20.2,5,6974.25,12204.95,0
W010732,47.11,1,68.2,6,4677.97,8888.14,0
W010733,14.73,0,64.7,3,5281.69,7658.45,0
W010734,24.24,0,53.6,2,7312.61,9506.39,0
W010735,35.98,1,24.2,2,5092.24,6619.91,0
W010736,0.0,0,116.7,3,6492.98,9414.82,0
W010737,27.9,0,99.3,1,5116.11,5883.53,0
W010738,21.31,0,17.1,3,2936.56,4258.01,0
W010739,18.82,0,46.4,6,2869.78,5452.58,0
W010740,9.37,0,111.5,1,13248.51,15235.79,0
W010741,42.68,1,44.2,1,5625.03,6468.79,0
W010742,9.12,0,68.8,4,7774.71,12439.53,0
W010743,3.46,0,79.1,1,6955.16,7998.43,0
W010744,27.56,0,56.5,2,5038.46,6550.0,0
W010745,21.42,0,18.1,3,20363.52,29527.11,0
W010746,64.22,1,33.7,5,8871.9,15525.83,0
W010747,33.98,1,19.6,4,6287.2,10059.53,0
W010748,11.08,0,38.4,1,965.1,1109.86,0
W010749,32.81,1,62.9,5,5266.31,9216.05,0
W010750,60.16,1,65.7,2,17097.62,22226.91,0
W010751,18.14,0,19.2,1,5544.26,6375.9,0
W010752,0.0,0,95.2,3,6600.49,9570.71,0
W010753,39.39,1,87.4,3,17122.94,24828.26,0
W010754,27.1,0,134.7,2,7987.79,10384.13,0
W010755,42.21,1,90.7,1,1245.47,1432.29,0
W010756,46.46,1,91.6,2,4691.65,6099.14,0
W010757,4.62,0,15.5,2,12218.01,15883.42,0
W010758,13.63,0,53.9,2,5310.1,6903.14,1
W010759,29.65,0,22.0,2,17650.4,22945.52,0
W010760,24.56,0,125.9,2,17697.56,23006.83,0
W010761,10.09,0,79.2,4,4239.74,6783.59,1
W010762,42.61,1,116.7,2,4502.38,5853.09,0
W010763,27.15,0,10.1,5,10888.31,19054.54,0
W010764,28.22,0,65.1,2,3048.79,3963.43,0
W010765,44.82,1,35.5,3,8209.37,11903.58,0
W010766,28.53,0,50.7,4,22726.16,36361.86,0
W010767,29.04,0,46.5,3,3675.13,5328.94,0
W010768,0.0,0,58.1,2,4097.31,5326.5,0
W010769,32.81,1,21.0,1,22910.78,26347.4,0
W010770,30.14,1,15.5,3,7982.81,11575.08,0
W010771,24.27,0,7.1,2,12075.99,15698.79,0
W010772,24.7,0,28.5,3,9586.18,13899.96,0
W010773,0.0,0,28.9,3,1780.02,2581.03,0
W010774,16.26,0,74.3,2,5672.57,7374.33,0
W010775,38.46,1,116.3,4,1798.02,2876.83,0
W010776,29.15,0,22.9,1,7669.22,8819.6,1
W010777,55.23,1,64.4,2,3750.44,4875.57,0
W010778,11.82,0,8.4,1,2280.33,2622.37,1
W010779,38.99,1,75.7,4,8487.33,13579.72,0
W010780,11.23,0,64.2,2,3680.78,4785.02,0
W010781,27.77,0,184.4,1,7355.97,8459.37,1
W010782,32.38,1,111.6,4,2948.97,4718.35,0
W010783,26.62,0,67.5,2,9778.4,12711.92,0
W010784,25.73,0,54.6,1,4017.31,4619.91,0
W010785,10.02,0,66.9,2,5319.67,6915.57,1
W010786,34.74,1,33.2,3,1190.65,1726.44,0
W010787,13.42,0,78.1,2,10603.12,13784.06,0
W010788,43.07,1,96.4,3,6173.74,8951.92,0
W010789,36.44,1,71.5,2,4387.21,5703.38,1
W010790,10.11,0,26.2,2,9140.37,11882.48,0
W010791,21.88,0,30.4,2,2138.22,2779.69,0
W010792,26.63,0,63.7,6,6299.02,11968.14,0
W010793,80.51,1,147.2,1,6312.67,7259.57,0
W010794,10.17,0,34.4,1,1597.52,1837.15,0
W010795,43.7,1,31.7,2,21919.95,28495.94,0
W010796,0.0,0,43.2,1,3261.87,3751.16,0
W010797,17.74,0,83.3,2,15207.39,19769.6,0
W010798,45.38,1,69.9,1,4777.06,5493.62,0
W010799,22.8,0,60.2,1,8808.82,10130.15,0
W010800,26.13,0,37.8,4,5253.43,8405.48,0
W010801,24.58,0,45.9,3,3335.58,4836.59,0
W010802,20.73,0,99.7,1,5643.76,6490.33,0
W010803,74.48,1,38.9,2,37315.21,48509.77,1
W010804,26.82,0,42.5,1,5136.02,5906.42,0
W010805,55.13,1,19.9,1,7345.99,8447.89,1
W010806,52.64,1,11.8,1,11834.92,13610.16,0
W010807,4.62,0,99.1,3,33077.33,47962.13,0
W010808,13.14,0,12.8,6,6080.96,11553.82,0
W010809,28.06,0,35.1,3,6660.62,9657.9,1
W010810,56.68,1,52.1,4,6118.02,9788.84,1
W010811,40.72,1,30.2,4,77141.61,123426.58,1
W010812,50.04,1,45.0,2,4850.99,6306.29,0
W010813,9.47,0,61.7,2,5235.43,6806.06,0
W010814,28.23,0,24.4,2,4531.57,5891.05,0
W010815,51.45,1,91.2,3,8841.08,12819.56,0
W010816,20.4,0,75.8,3,6860.63,9947.91,1
W010817,36.44,1,126.2,1,4610.96,5302.61,0
W010818,20.22,0,97.6,3,4268.14,6188.81,0
W010819,19.67,0,7.0,1,6557.76,7541.43,0
W010820,8.26,0,96.5,2,1331.44,1730.88,0
W010821,42.25,1,41.1,2,11664.22,15163.49,0
W010822,47.77,1,101.2,2,706.91,918.98,0
W010823,29.13,0,17.0,4,4306.71,6890.74,1
W010824,53.36,1,17.4,1,19524.31,22452.96,0
W010825,42.54,1,89.3,6,7117.87,13523.96,0
W010826,26.36,0,63.1,3,2853.04,4136.91,0
W010827,29.38,0,23.0,2,14009.38,18212.2,0
W010828,46.02,1,97.0,2,2675.0,3477.5,0
W010829,17.14,0,60.7,2,7540.52,9802.68,0
W010830,42.73,1,79.6,4,48727.73,77964.37,0
W010831,1.97,0,121.4,2,2579.23,3353.0,0
W010832,41.18,1,51.9,2,4438.09,5769.52,0
W010833,13.96,0,7.8,1,15921.33,18309.53,0
W010834,41.32,1,34.9,3,15096.91,21890.52,0
W010835,49.47,1,90.6,2,2978.95,3872.63,0
W010836,0.0,0,120.7,4,8982.96,14372.73,0
W010837,9.0,0,42.0,4,5585.79,8937.27,0
W010838,42.33,1,32.4,1,15698.39,18053.14,1
W010839,11.35,0,97.6,5,1575.86,2757.76,0
W010840,38.66,1,10.3,2,21219.61,27585.5,0
W010841,15.11,0,61.7,2,36673.59,47675.67,0
W010842,21.2,0,82.7,2,4341.65,5644.15,0
W010843,40.34,1,70.5,1,12376.45,14232.92,0
W010844,0.0,0,34.5,1,7585.5,8723.32,0
W010845,49.52,1,50.1,2,17190.22,22347.29,0
W010846,25.65,0,83.3,3,9398.27,13627.49,0
W010847,31.03,1,40.2,4,16913.15,27061.03,0
W010848,31.95,1,144.4,3,7206.46,10449.37,0
W010849,47.22,1,55.7,2,12632.18,16421.84,0
W010850,3.11,0,100.9,2,3330.93,4330.21,0
W010851,47.37,1,68.6,1,9298.11,10692.82,0
W010852,33.65,1,35.7,1,4803.87,5524.45,0
W010853,50.21,1,105.0,2,5206.58,6768.55,0
W010854,15.11,0,29.5,3,18810.62,27275.4,0
W010855,0.0,0,68.4,1,1730.79,1990.41,0
W010856,29.51,0,63.9,3,4386.31,6360.16,0
W010857,40.43,1,38.6,4,3481.1,5569.77,0
W010858,21.95,0,34.2,4,17039.54,27263.27,0
W010859,36.84,1,33.4,2,8222.03,10688.64,0
W010860,21.64,0,90.4,4,13929.85,22287.77,0
W010861,59.03,1,105.4,1,21701.47,24956.69,0
W010862,24.45,0,76.4,5,10641.71,18622.99,1
W010863,8.04,0,120.5,1,5797.48,6667.1,0
W010864,49.3,1,30.3,1,10175.21,11701.49,0
W010865,0.54,0,12.9,3,4444.88,6445.08,0
W010866,36.88,1,19.2,1,1719.56,1977.5,0
W010867,34.59,1,145.8,1,6066.32,6976.26,0
W010868,18.94,0,22.8,1,6566.41,7551.37,0
W010869,33.36,1,54.4,3,3536.22,5127.51,1
W010870,48.66,1,34.6,1,5447.72,6264.88,1
W010871,62.23,1,39.8,1,24986.52,28734.5,0
W010872,32.58,1,29.5,1,17933.29,20623.28,0
W010873,17.6,0,75.4,2,3979.39,5173.21,0
W010874,19.29,0,17.4,3,6881.67,9978.43,0
W010875,33.44,1,21.5,1,31853.49,36631.52,0
W010876,44.07,1,36.2,6,8637.78,16411.78,0
W010877,24.99,0,24.8,3,5206.02,7548.72,0
W010878,19.5,0,105.0,1,5513.54,6340.57,0
W010879,36.53,1,49.6,3,10915.27,15827.14,0
W010880,0.0,0,165.2,1,2804.35,3225.01,0
W010881,34.32,1,74.5,1,3604.36,4145.02,1
W010882,55.74,1,53.3,5,4447.15,7782.51,0
W010883,15.26,0,87.2,1,6780.89,7798.02,0
W010884,24.44,0,30.8,4,18790.78,30065.24,0
W010885,37.54,1,97.6,5,4632.01,8106.02,0
W010886,32.5,1,59.0,1,4038.4,4644.16,0
W010887,27.15,0,34.5,2,2267.43,2947.66,0
W010888,41.84,1,95.6,2,16390.11,21307.14,0
W010889,30.67,1,141.8,1,3471.44,3992.15,0
W010890,15.25,0,71.4,1,5841.59,6717.83,0
W010891,18.5,0,74.5,1,7834.95,9010.19,0
W010892,59.9,1,24.1,4,2118.01,3388.81,0
W010893,24.87,0,87.2,4,2836.78,4538.84,0
W010894,36.6,1,47.2,2,8287.49,10773.73,0
W010895,14.9,0,40.1,6,9581.97,18205.73,0
W010896,55.29,1,56.0,4,20958.38,33533.4,0
W010897,39.24,1,83.1,1,5444.86,6261.59,0
W010898,34.88,1,43.9,1,4635.63,5330.98,0
W010899,51.66,1,86.1,3,3525.91,5112.56,0
W010900,8.31,0,35.7,2,4470.04,5811.06,0
W010901,22.89,0,83.2,3,1233.29,1788.27,0
W010902,12.89,0,15.5,2,2376.88,3089.94,0
W010903,35.97,1,18.6,5,31109.83,54442.2,0
W010904,24.91,0,52.5,4,4426.32,7082.11,0
W010905,0.0,0,44.0,3,1852.05,2685.47,0
W010906,58.09,1,24.7,1,22264.13,25603.74,0
W010907,51.15,1,69.5,4,12989.8,20783.68,0
W010908,13.42,0,64.0,3,12657.25,18353.02,0
W010909,0.0,0,22.9,3,10040.52,14558.75,0
W010910,39.73,1,50.4,2,21811.97,28355.56,0
W010911,31.89,1,106.0,2,11918.54,15494.1,0
W010912,46.16,1,38.2,3,10762.75,15605.99,0
W010913,29.46,0,27.8,5,6313.03,11047.8,0
W010914,13.1,0,122.0,3,17173.73,24901.91,0
W010915,38.59,1,40.2,5,10791.25,18884.69,0
W010916,10.97,0,30.3,2,2939.5,3821.35,0
W010917,36.57,1,140.8,3,7851.51,11384.69,0
W010918,36.05,1,44.7,4,12020.41,19232.66,0
W010919,63.28,1,32.8,3,44671.7,64773.96,1
W010920,35.84,1,107.1,3,5175.78,7504.88,0
W010921,6.32,0,92.5,5,5992.49,10486.86,0
W010922,57.29,1,171.6,1,10552.39,12135.24,0
W010923,29.71,0,35.5,3,1531.04,2220.0,0
W010924,54.79,1,45.2,2,1968.8,2559.44,0
W010925,31.29,1,76.2,1,1052.42,1210.28,0
W010926,27.14,0,58.7,1,9700.04,11155.04,0
W010927,5.89,0,54.4,1,12878.91,14810.75,0
W010928,26.82,0,164.2,4,4671.13,7473.8,0
W010929,49.22,1,34.2,3,9423.76,13664.45,1
W010930,32.63,1,83.4,1,6855.39,7883.7,0
W010931,7.32,0,25.0,1,3389.37,3897.77,0
W010932,39.74,1,51.2,6,3679.44,6990.93,0
W010933,36.2,1,44.9,5,12457.06,21799.85,0
W010934,41.07,1,63.8,3,5833.96,8459.24,0
W010935,41.07,1,59.2,1,2556.62,2940.11,0
W010936,44.93,1,60.3,3,5197.88,7536.92,0
W010937,16.66,0,36.1,6,22717.63,43163.49,0
W010938,9.6,0,56.2,1,5235.53,6020.86,0
W010939,0.0,0,65.4,5,2157.75,3776.06,0
W010940,10.29,0,44.9,4,29811.44,47698.31,0
W010941,37.46,1,38.9,4,3774.61,6039.38,0
W010942,13.78,0,47.1,2,12993.79,16891.92,0
W010943,18.55,0,5.1,1,16455.9,18924.28,0
W010944,58.44,1,54.0,4,730.41,1168.65,0
W010945,0.09,0,93.9,4,8886.76,14218.81,0
W010946,51.41,1,68.5,3,22854.46,33138.96,0
W010947,50.97,1,53.2,1,3521.04,4049.19,1
W010948,16.46,0,80.7,5,9146.85,16006.99,1
W010949,23.52,0,6.5,5,14488.96,25355.67,0
W010950,36.75,1,92.1,5,20954.86,36671.01,0
W010951,23.55,0,74.9,4,5284.44,8455.1,0
W010952,25.79,0,17.7,3,14785.09,21438.38,0
W010953,35.21,1,98.9,1,13033.09,14988.06,0
W010954,65.07,1,25.2,3,1500.54,2175.78,1
W010955,17.24,0,53.9,4,8748.73,13997.97,0
W010956,48.41,1,100.7,3,3188.09,4622.73,0
W010957,0.0,0,83.1,2,14898.06,19367.48,0
W010958,50.91,1,88.5,1,8399.45,9659.37,0
W010959,0.0,0,54.3,4,4386.22,7017.95,0
W010960,22.23,0,61.0,2,3901.79,5072.32,0
W010961,28.95,0,31.2,1,5422.02,6235.32,0
W010962,48.69,1,35.6,1,6151.84,7074.61,1
W010963,31.52,1,98.8,3,33702.57,48868.72,0
W010964,11.81,0,72.8,1,2118.73,2436.54,0
W010965,16.46,0,73.3,2,8651.48,11246.92,0
W010966,9.32,0,6.3,3,4650.8,6743.66,0
W010967,12.26,0,24.0,6,10064.97,19123.45,0
W010968,48.73,1,3.8,1,36292.82,41736.75,0
W010969,26.84,0,27.1,1,3065.52,3525.34,0
W010970,18.53,0,30.2,3,54399.43,78879.18,0
W010971,48.49,1,74.9,1,31179.45,35856.36,0
W010972,41.69,1,54.8,4,6260.69,10017.1,1
W010973,46.12,1,16.3,4,8285.13,13256.2,0
W010974,27.55,0,26.5,1,3261.23,3750.41,0
W010975,39.64,1,10.5,2,16695.67,21704.37,0
W010976,8.83,0,24.9,3,1940.35,2813.51,1
W010977,76.03,1,8.5,4,13412.58,21460.13,0
W010978,53.16,1,46.4,1,32363.02,37217.47,0
W010979,25.32,0,88.7,2,14927.83,19406.18,0
W010980,40.07,1,92.3,1,25333.44,29133.46,0
W010981,41.95,1,42.8,3,1518.74,2202.17,0
W010982,3.52,0,31.9,3,6109.6,8858.91,0
W010983,0.0,0,37.3,4,2190.61,3504.98,0
W010984,28.74,0,46.9,1,1529.15,1758.53,0
W010985,33.02,1,60.8,3,1541.39,2235.02,0
W010986,22.27,0,93.6,2,6060.66,7878.86,0
W010987,29.92,0,109.9,3,753.81,1093.02,0
W010988,16.87,0,21.9,2,2432.68,3162.49,0
W010989,11.01,0,18.9,1,7759.8,8923.77,0
W010990,16.77,0,37.9,3,2003.28,2904.76,0
W010991,41.45,1,72.7,2,3244.45,4217.78,0
W010992,52.92,1,27.0,1,15998.05,18397.75,0
W010993,14.77,0,46.7,4,10116.12,16185.79,0
W010994,46.42,1,89.9,4,16281.45,26050.31,0
W010995,35.87,1,112.9,4,4566.59,7306.54,0
W010996,29.8,0,140.1,5,41832.48,73206.85,1
W010997,1.1,0,106.9,1,14651.82,16849.59,0
W010998,33.54,1,32.9,1,9433.99,10849.09,0
W010999,17.19,0,65.4,2,7977.7,10371.01,0
W011000,39.96,1,37.5,2,3216.14,4180.98,0
W011001,57.76,1,6.2,3,29413.29,42649.28,0
W011002,12.13,0,85.7,2,5180.97,6735.26,0
W011003,46.93,1,80.9,2,7355.63,9562.32,0
W011004,31.48,1,87.4,1,9403.15,10813.63,0
W011005,27.46,0,35.5,5,19509.14,34141.0,0
W011006,44.73,1,36.4,4,10955.78,17529.25,0
W011007,38.38,1,126.2,1,3579.13,4116.0,0
W011008,3.4,0,38.3,2,18877.02,24540.13,0
W011009,85.66,1,56.2,1,50181.71,57708.97,1
W011010,21.21,0,46.2,4,3867.3,6187.67,0
W011011,31.92,1,110.1,2,1744.59,2267.97,0
W011012,24.96,0,10.0,2,31191.47,40548.91,0
W011013,71.62,1,6.8,1,13228.64,15212.94,0
W011014,31.42,1,14.6,4,4603.73,7365.97,0
W011015,25.87,0,182.9,4,22916.87,36666.99,0
W011016,15.72,0,77.0,1,15267.91,17558.1,0
W011017,24.92,0,60.2,3,2974.36,4312.83,0
W011018,24.08,0,24.7,1,9352.95,10755.9,0
W011019,0.0,0,61.2,3,7316.35,10608.71,0
W011020,21.0,0,114.2,1,6185.3,7113.1,0
W011021,31.09,1,67.4,6,8864.13,16841.84,0
W011022,38.16,1,32.7,6,2611.17,4961.22,0
W011023,32.22,1,118.7,4,15473.78,24758.04,0
W011024,24.07,0,54.9,2,3390.52,4407.68,0
W011025,14.38,0,32.3,1,13214.87,15197.1,0
W011026,20.06,0,129.8,2,15006.77,19508.79,0
W011027,48.8,1,73.5,3,3680.12,5336.18,0
W011028,0.0,0,133.0,5,7541.95,13198.41,0
W011029,25.9,0,24.0,5,6928.13,12124.22,0
W011030,0.0,0,54.3,3,4236.68,6143.19,0
W011031,22.13,0,129.2,5,7334.59,12835.54,0
W011032,58.73,1,97.7,2,5354.89,6961.36,0
W011033,47.89,1,75.7,5,4441.0,7771.75,0
W011034,0.0,0,65.9,1,14270.19,16410.71,1
W011035,11.31,0,71.6,4,9818.15,15709.04,0
W011036,20.76,0,65.8,3,10143.38,14707.91,0
W011037,6.48,0,11.5,1,9872.58,11353.47,0
W011038,30.85,1,67.1,1,2901.62,3336.86,0
W011039,36.04,1,172.2,4,2110.31,3376.5,0
W011040,23.6,0,60.7,1,1878.8,2160.62,0
W011041,3.14,0,51.7,5,4060.15,7105.26,0
W011042,0.0,0,78.9,1,9964.01,11458.61,0
W011043,33.55,1,49.6,2,21458.55,27896.12,0
W011044,29.76,0,35.7,4,1891.61,3026.58,0
W011045,41.04,1,44.6,1,28022.92,32226.36,0
W011046,32.48,1,39.6,5,7701.04,13476.82,0
W011047,22.72,0,116.4,1,13163.78,15138.35,0
W011048,19.96,0,63.1,4,10167.57,16268.11,0
W011049,12.7,0,41.2,2,8913.05,11586.97,0
W011050,43.68,1,130.6,4,28026.46,44842.34,0
W011051,29.61,0,23.9,2,3850.14,5005.18,0
W011052,0.0,0,55.6,3,12164.8,17638.97,0
W011053,68.93,1,125.7,1,1377.05,1583.61,0
W011054,49.27,1,36.8,3,2761.47,4004.14,0
W011055,2.0,0,51.8,2,3525.07,4582.59,0
W011056,51.56,1,27.6,4,5171.36,8274.18,1
W011057,34.28,1,127.3,2,6482.92,8427.8,0
W011058,21.47,0,135.5,2,5949.3,7734.09,0
W011059,21.9,0,78.6,3,1895.64,2748.68,0
W011060,25.7,0,82.8,4,965.16,1544.26,0
W011061,28.59,0,31.6,6,3286.44,6244.23,0
W011062,25.84,0,96.2,5,4438.51,7767.4,0
W011063,50.57,1,34.9,5,12211.98,21370.96,1
W011064,62.9,1,69.0,1,6459.42,7428.33,0
W011065,5.26,0,14.1,3,6587.3,9551.58,0
W011066,38.86,1,17.5,5,10170.54,17798.45,0
W011067,25.51,0,15.1,1,4816.25,5538.68,0
W011068,36.49,1,98.4,3,6142.78,8907.03,0
W011069,10.61,0,59.7,2,2326.93,3025.01,1
W011070,15.67,0,190.2,3,5587.77,8102.26,0
W011071,37.61,1,93.9,3,4476.62,6491.1,0
W011072,61.03,1,38.1,3,10840.3,15718.44,0
W011073,20.36,0,49.7,3,7347.18,10653.42,0
W011074,34.39,1,61.3,5,2840.52,4970.9,0
W011075,41.73,1,36.5,1,9240.79,10626.91,0
W011076,32.89,1,42.0,2,5113.17,6647.12,0
W011077,16.24,0,9.7,3,18882.88,27380.18,0
W011078,18.26,0,57.8,3,6131.68,8890.94,0
W011079,40.11,1,56.8,2,17058.45,22175.98,0
W011080,17.16,0,58.0,1,12794.61,14713.8,0
W011081,51.0,1,43.7,1,3090.71,3554.32,0
