account_id,region_id,tenure_months,product_count,balance,balance_tier,liquidity_need_score,dd_stability_score,engagement_score,dormancy_streak_months,value_score,value_group,churn_mode
A032169,R03,71.2,2,3370.95,2,48.7,62.1,49.0,0,4382.24,low,none
A032170,R01,53.1,2,8924.12,3,40.3,30.3,50.2,0,11601.36,high,none
A032171,R01,66.9,2,38794.92,4,48.2,31.3,35.0,0,50433.39,high,none
A032172,R09,39.5,1,10301.26,4,19.9,46.1,54.2,0,11846.45,high,dd_stop
A032173,R07,12.4,2,2075.66,1,24.1,31.3,33.2,0,2698.36,low,none
A032174,R00,93.0,4,9840.29,4,44.6,61.1,61.4,1,15744.47,high,none
A032175,R05,64.9,2,6662.88,3,25.8,24.7,27.3,0,8661.75,high,none
A032176,R02,120.2,2,10110.09,4,31.3,50.0,52.4,0,13143.12,high,none
A032177,R03,83.5,3,6016.91,3,68.0,55.9,51.2,1,8724.52,high,none
A032178,R06,27.6,4,4667.98,2,72.9,56.1,68.1,0,7468.76,high,none
A032179,R07,9.7,5,310.1,0,31.1,56.0,53.9,1,542.67,low,none
A032180,R02,69.7,1,2007.37,1,28.3,36.4,63.6,0,2308.48,low,none
A032181,R04,53.2,1,8808.33,3,0.0,34.4,23.8,0,10129.57,high,dormant
A032182,R02,56.0,4,13307.02,4,45.8,53.5,50.9,2,21291.23,high,none
A032183,R08,65.5,2,899.1,0,61.1,40.5,77.1,0,1168.84,low,none
A032184,R04,8.4,1,1079.32,0,35.0,15.9,32.0,0,1241.22,low,large_withdrawal
A032185,R03,47.3,4,8465.58,3,56.4,43.4,29.1,0,13544.93,high,none
A032186,R06,27.5,4,2374.18,1,59.2,31.9,34.3,1,3798.69,low,none
A032187,R03,58.9,1,4979.01,3,67.7,94.7,42.4,1,5725.86,high,none
A032188,R05,28.9,4,5560.26,3,48.5,38.4,44.4,0,8896.41,high,none
A032189,R03,39.5,3,10339.72,4,53.5,74.4,50.8,0,14992.59,high,none
A032190,R04,37.8,1,17288.85,4,42.2,78.1,30.5,0,19882.18,high,none
A032191,R01,39.6,2,1302.09,0,51.1,50.9,44.2,2,1692.71,low,none
A032192,R07,89.2,2,1675.85,1,20.2,36.5,36.3,0,2178.61,low,large_withdrawal
A032193,R00,37.6,2,11750.07,4,47.5,17.6,56.4,0,15275.09,high,none
A032194,R02,94.4,3,3330.51,2,35.0,58.9,35.6,0,4829.24,low,none
A032195,R03,5.7,4,5397.77,3,63.6,10.9,47.7,0,8636.44,high,none
A032196,R05,29.4,2,965.41,0,97.0,50.4,54.9,1,1255.03,low,none
A032197,R08,7.9,2,2865.57,2,82.9,64.7,61.0,0,3725.24,low,none
A032198,R09,80.6,3,9435.09,4,63.6,27.3,54.3,2,13680.88,high,none
A032199,R00,49.1,4,5293.25,3,46.1,59.8,61.0,0,8469.2,high,none
A032200,R07,43.0,1,3451.48,2,49.2,0.0,28.9,1,3969.2,low,none
A032201,R03,32.6,2,451.85,0,51.8,59.8,39.8,0,587.4,low,none
A032202,R07,89.8,2,758.04,0,39.3,62.7,54.7,0,985.45,low,none
A032203,R01,61.4,4,10512.68,4,65.5,69.2,45.7,0,16820.28,high,none
A032204,R01,33.2,5,6025.76,3,57.2,48.3,35.6,0,10545.08,high,none
A032205,R09,171.7,2,5320.46,3,14.2,29.6,100.0,0,6916.6,high,none
A032206,R03,39.1,1,11235.96,4,59.9,42.5,69.1,0,12921.35,high,none
A032207,R01,11.9,2,5761.16,3,47.5,65.5,51.4,1,7489.51,high,dormant
A032208,R05,102.1,3,1407.75,0,15.0,42.4,68.3,0,2041.23,low,none
A032209,R03,34.1,3,4940.3,3,84.0,50.6,38.4,0,7163.43,high,dd_stop
A032210,R05,24.3,2,5297.75,3,37.4,66.0,65.0,1,6887.07,high,none
A032211,R07,77.7,4,4241.03,2,81.4,34.5,35.3,2,6785.66,high,none
A032212,R09,65.5,2,5840.82,3,31.7,50.9,52.4,1,7593.07,high,none
A032213,R03,32.1,3,3059.35,2,43.9,68.0,30.1,2,4436.06,low,dormant
A032214,R03,30.5,1,2523.7,1,36.5,59.0,80.8,1,2902.25,low,none
A032215,R06,86.8,1,3261.32,2,45.2,91.6,57.4,0,3750.52,low,none
A032216,R08,55.1,2,9894.8,4,66.5,52.3,49.1,1,12863.24,high,none
A032217,R01,86.9,4,23537.15,4,57.3,32.0,44.7,1,37659.43,high,none
A032218,R03,47.3,6,3749.41,2,27.9,50.8,75.2,0,7123.88,high,none
A032219,R03,21.1,3,8449.88,3,30.5,12.5,49.2,0,12252.32,high,none
A032220,R00,65.4,4,6550.84,3,55.5,47.1,39.1,1,10481.35,high,none
A032221,R09,71.9,2,35075.84,4,38.0,53.6,67.2,0,45598.59,high,none
A032222,R07,42.3,4,24835.7,4,31.6,94.7,83.4,0,39737.13,high,none
A032223,R06,47.2,4,4068.36,2,44.2,76.2,44.9,0,6509.37,high,none
A032224,R03,24.3,2,2371.31,1,42.3,17.6,42.6,0,3082.7,low,none
A032225,R05,14.6,2,387.53,0,21.4,34.4,29.3,1,503.79,low,none
A032226,R06,79.8,4,4525.75,2,40.8,47.0,82.6,0,7241.2,high,none
A032227,R01,19.9,1,4931.14,3,75.8,7.0,39.8,0,5670.81,high,none
A032228,R07,64.3,3,4364.88,2,19.0,86.0,28.1,1,6329.07,high,none
A032229,R04,91.4,4,4869.34,3,50.9,65.3,42.9,0,7790.94,high,none
A032230,R09,72.7,5,7059.55,3,43.3,86.1,34.3,1,12354.21,high,none
A032231,R00,83.0,3,3451.55,2,65.0,38.4,34.0,4,5004.75,high,none
A032232,R05,109.5,1,1194.69,0,83.0,34.2,67.1,0,1373.89,low,none
A032233,R05,10.6,4,6445.02,3,79.2,18.4,76.1,0,10312.03,high,none
A032234,R07,72.3,2,3621.26,2,16.1,37.0,34.3,0,4707.63,low,none
A032235,R07,56.8,5,2116.21,1,36.1,40.6,56.1,0,3703.37,low,none
A032236,R02,56.2,1,34090.38,4,46.4,38.8,74.0,1,39203.93,high,none
A032237,R09,72.5,3,4489.58,2,86.2,26.9,40.1,0,6509.89,high,dormant
A032238,R03,16.5,3,2029.6,1,2.8,40.9,36.8,0,2942.92,low,none
A032239,R03,120.4,1,6282.96,3,52.2,25.9,42.2,0,7225.4,high,none
A032240,R02,67.6,4,43326.45,4,73.9,52.1,47.4,0,69322.32,high,none
A032241,R00,9.6,2,6906.12,3,34.2,92.9,29.7,1,8977.95,high,none
A032242,R09,76.5,1,2216.49,1,86.0,42.8,11.3,0,2548.96,low,none
A032243,R09,10.4,5,58109.93,4,40.5,37.3,68.4,0,101692.37,high,none
A032244,R09,91.6,4,6862.19,3,61.2,94.1,24.1,1,10979.51,high,none
A032245,R05,90.3,1,6262.75,3,82.2,84.2,42.5,1,7202.16,high,none
A032246,R00,20.0,3,1667.23,1,61.9,32.9,54.6,0,2417.48,low,none
A032247,R02,12.0,1,3573.39,2,36.8,28.1,52.8,1,4109.4,low,dormant
A032248,R05,70.2,2,9417.08,4,80.7,55.3,57.1,1,12242.21,high,none
A032249,R09,10.7,2,8732.77,3,80.1,59.8,69.2,0,11352.6,high,none
A032250,R08,42.3,3,351.3,0,54.0,45.4,100.0,1,509.38,low,none
A032251,R09,131.2,3,2584.63,1,59.5,0.4,21.7,0,3747.72,low,none
A032252,R00,45.2,5,5000.87,3,38.3,40.4,81.6,0,8751.52,high,none
A032253,R08,89.0,4,796.68,0,71.2,92.5,44.0,0,1274.69,low,none
A032254,R06,112.8,4,603.54,0,14.9,63.7,77.9,0,965.66,low,none
A032255,R04,103.0,4,11136.83,4,46.4,42.8,56.7,1,17818.92,high,dormant
A032256,R04,58.0,2,3646.28,2,69.5,9.7,41.3,1,4740.17,low,none
A032257,R08,27.1,2,2533.28,1,50.0,25.4,53.9,1,3293.26,low,none
A032258,R08,113.0,1,2752.79,1,57.3,80.8,79.4,0,3165.71,low,none
A032259,R08,4.2,3,6887.22,3,32.5,57.2,65.9,0,9986.48,high,none
A032260,R02,15.2,2,6358.43,3,61.7,35.7,76.8,1,8265.96,high,none
A032261,R00,56.4,6,9170.03,3,59.7,40.8,23.8,0,17423.07,high,none
A032262,R07,128.2,1,5548.94,3,39.7,41.2,45.0,1,6381.28,high,none
A032263,R08,110.1,2,7880.73,3,71.1,60.9,65.8,1,10244.95,high,none
A032264,R01,43.1,4,10680.8,4,74.2,53.5,53.9,0,17089.28,high,none
A032265,R02,91.6,3,16691.05,4,40.6,53.6,55.0,0,24202.03,high,none
A032266,R08,49.3,4,4975.21,3,66.0,71.5,56.0,2,7960.34,high,none
A032267,R06,37.3,5,3713.01,2,31.6,61.1,49.2,0,6497.77,high,none
A032268,R08,72.1,4,16586.33,4,47.7,90.2,55.4,0,26538.12,high,none
A032269,R08,44.2,2,1382.12,0,38.8,54.6,6.7,0,1796.75,low,none
A032270,R04,68.4,1,1795.99,1,22.3,63.8,63.7,0,2065.39,low,none
A032271,R00,97.0,2,7625.02,3,46.4,23.7,78.6,0,9912.53,high,none
A032272,R03,78.9,1,9502.77,4,9.3,58.2,59.5,0,10928.18,high,none
A032273,R07,19.5,1,1676.92,1,37.2,56.9,58.8,0,1928.46,low,none
A032274,R06,30.6,3,6233.27,3,58.7,97.9,25.0,0,9038.23,high,none
A032275,R02,129.8,4,3044.27,2,64.7,71.8,42.3,0,4870.83,low,none
A032276,R05,92.1,2,2605.49,1,57.6,72.3,21.1,0,3387.14,low,dormant
A032277,R01,58.0,2,4197.3,2,33.9,43.9,57.6,0,5456.49,high,none
A032278,R02,38.7,6,9348.69,4,58.6,59.9,79.3,0,17762.51,high,none
A032279,R00,89.7,4,12602.9,4,45.8,34.5,82.3,1,20164.63,high,none
A032280,R06,34.4,4,14934.87,4,54.9,56.3,62.5,0,23895.8,high,none
A032281,R01,69.9,1,5587.92,3,28.1,29.5,25.5,0,6426.11,high,none
A032282,R02,47.4,3,2218.57,1,53.7,27.0,15.1,0,3216.92,low,dormant
A032283,R05,59.0,2,3129.1,2,45.7,28.0,72.4,0,4067.83,low,none
A032284,R09,41.7,1,3240.78,2,38.5,60.0,57.0,0,3726.89,low,none
A032285,R04,82.6,3,997.9,0,49.4,59.7,44.9,0,1446.96,low,none
A032286,R06,7.0,1,1159.89,0,80.0,79.9,54.4,0,1333.87,low,none
A032287,R09,18.2,3,279.61,0,61.8,70.2,72.6,0,405.44,low,none
A032288,R03,42.9,2,2210.85,1,26.3,72.6,76.4,0,2874.1,low,none
A032289,R03,55.1,1,1351.58,0,78.6,18.6,64.1,0,1554.32,low,none
A032290,R07,117.6,3,4742.8,2,80.6,62.0,67.3,0,6877.06,high,none
A032291,R04,95.2,4,2355.7,1,50.5,58.5,91.3,0,3769.11,low,none
A032292,R06,13.8,2,18364.62,4,72.2,62.3,47.1,1,23874.01,high,none
A032293,R04,59.7,3,7297.13,3,24.7,51.6,18.9,1,10580.84,high,none
A032294,R03,53.7,3,111.96,0,47.6,76.6,34.5,2,162.34,low,none
A032295,R03,10.7,2,1168.65,0,38.3,59.1,85.6,0,1519.25,low,none
A032296,R07,69.8,4,2513.73,1,57.4,35.4,9.0,0,4021.97,low,dormant
A032297,R07,60.9,4,2123.65,1,51.6,51.1,62.3,0,3397.84,low,none
A032298,R07,96.6,1,2308.18,1,24.1,35.0,3.4,1,2654.41,low,none
A032299,R09,55.7,1,629.34,0,91.9,56.3,32.7,0,723.74,low,none
A032300,R09,27.5,3,5249.51,3,72.7,30.0,33.8,0,7611.79,high,none
A032301,R08,55.6,1,2290.45,1,73.5,38.3,33.7,0,2634.02,low,none
A032302,R04,19.2,3,1171.91,0,68.0,84.5,27.5,0,1699.26,low,none
A032303,R05,43.5,3,1085.96,0,58.2,59.1,56.2,0,1574.64,low,none
A032304,R04,24.9,1,2968.5,2,42.8,54.6,65.0,0,3413.78,low,none
A032305,R04,115.1,1,43214.21,4,73.6,49.8,31.2,1,49696.34,high,none
A032306,R06,48.2,1,2203.81,1,54.7,12.7,50.4,0,2534.39,low,none
A032307,R05,24.7,2,8491.93,3,63.9,69.5,57.0,0,11039.51,high,none
A032308,R05,135.4,2,11605.38,4,25.3,67.9,29.8,0,15087.0,high,none
A032309,R09,51.4,4,1939.4,1,41.5,74.2,85.7,1,3103.04,low,none
A032310,R04,28.9,4,4333.23,2,62.6,67.8,49.0,0,6933.17,high,none
A032311,R03,39.5,5,1015.88,0,48.0,53.1,57.5,1,1777.8,low,none
A032312,R02,85.0,2,276.28,0,15.5,38.1,20.3,0,359.17,low,dormant
A032313,R03,71.0,3,3831.59,2,47.0,67.7,39.3,0,5555.8,high,none
A032314,R04,59.1,3,3552.13,2,3.3,14.2,50.3,0,5150.59,high,dormant
A032315,R05,17.5,2,1640.35,1,88.5,36.9,39.6,0,2132.45,low,none
A032316,R07,129.5,2,13359.72,4,59.6,57.0,94.4,0,17367.63,high,none
A032317,R01,93.7,4,5481.35,3,50.0,56.4,40.4,1,8770.17,high,none
A032318,R06,176.7,2,382.6,0,50.1,29.3,77.7,1,497.38,low,none
A032319,R08,48.5,1,1928.11,1,22.0,61.1,2.7,1,2217.33,low,dormant
A032320,R03,51.1,1,4120.37,2,97.5,51.9,32.8,2,4738.43,low,none
A032321,R03,6.3,3,6954.01,3,43.8,45.5,49.8,1,10083.31,high,none
A032322,R01,43.3,3,5460.02,3,49.6,47.7,32.2,0,7917.03,high,dd_stop
A032323,R00,12.1,1,4997.92,3,45.6,48.1,30.6,0,5747.61,high,none
A032324,R00,40.4,2,8507.72,3,67.6,49.0,46.9,1,11060.04,high,none
A032325,R00,106.5,4,658.93,0,58.6,52.8,41.4,0,1054.28,low,none
A032326,R07,69.9,4,2937.78,2,53.6,84.1,48.3,1,4700.45,low,none
A032327,R06,112.2,2,1433.47,0,58.2,28.6,85.0,1,1863.52,low,none
A032328,R03,89.1,4,20874.47,4,44.4,53.3,48.8,1,33399.16,high,dormant
A032329,R09,42.9,3,5835.78,3,77.4,51.8,30.6,0,8461.88,high,none
A032330,R02,19.9,4,5929.8,3,86.7,58.0,34.4,0,9487.69,high,none
A032331,R00,92.0,3,7195.03,3,55.3,58.8,14.3,0,10432.79,high,dormant
A032332,R09,48.5,2,3008.51,2,3.8,18.5,76.1,2,3911.06,low,none
A032333,R01,102.0,1,1302.11,0,87.2,75.7,57.5,0,1497.42,low,large_withdrawal
A032334,R08,62.4,5,3548.51,2,54.7,44.0,38.3,0,6209.9,high,large_withdrawal
A032335,R06,70.6,2,5964.79,3,82.5,50.8,51.4,1,7754.23,high,dd_stop
A032336,R09,87.6,3,34395.25,4,58.5,57.3,36.5,0,49873.11,high,none
A032337,R05,120.4,1,15503.15,4,53.9,52.8,56.2,0,17828.63,high,none
A032338,R03,47.3,2,1379.41,0,45.4,55.0,34.7,0,1793.23,low,none
A032339,R03,48.4,1,7262.72,3,36.4,35.9,52.3,1,8352.13,high,none
A032340,R04,84.7,2,9255.16,4,52.7,69.7,64.8,0,12031.71,high,none
A032341,R06,28.9,1,956.4,0,74.4,58.7,58.8,0,1099.86,low,none
A032342,R04,80.8,2,2280.96,1,41.8,61.4,52.0,0,2965.25,low,none
A032343,R01,89.5,2,2633.66,1,51.3,83.0,62.4,0,3423.76,low,none
A032344,R02,191.2,3,882.59,0,92.3,75.2,36.9,0,1279.76,low,none
A032345,R09,78.3,1,2302.69,1,36.3,24.4,39.7,0,2648.1,low,none
A032346,R01,114.5,3,2936.36,2,50.0,41.3,33.8,0,4257.72,low,large_withdrawal
A032347,R07,41.9,5,8802.8,3,17.5,42.6,39.5,0,15404.91,high,none
A032348,R07,39.4,3,2537.31,1,71.5,51.2,32.3,0,3679.1,low,none
A032349,R00,51.3,3,1789.74,1,63.0,50.5,63.4,0,2595.12,low,none
A032350,R07,33.8,2,2102.54,1,32.3,63.5,57.9,0,2733.3,low,none
A032351,R01,80.1,3,14766.46,4,33.5,67.6,8.5,1,21411.37,high,none
A032352,R03,26.9,6,8154.99,3,69.8,49.7,65.1,0,15494.49,high,none
A032353,R08,25.7,3,766.69,0,63.6,64.0,57.7,0,1111.7,low,none
A032354,R00,23.9,1,4059.12,2,51.1,24.2,56.3,0,4667.99,low,none
A032355,R02,71.2,1,1590.6,1,71.3,67.2,22.9,0,1829.19,low,none
A032356,R08,25.8,1,652.08,0,68.9,59.9,57.4,1,749.9,low,none
A032357,R00,25.7,1,2974.99,2,47.9,52.9,60.5,0,3421.24,low,dormant
A032358,R03,26.0,4,20078.5,4,71.3,63.6,48.4,0,32125.59,high,none
A032359,R01,6.4,2,5960.89,3,73.3,74.2,78.3,1,7749.15,high,none
A032360,R01,37.8,1,2293.14,1,52.1,55.0,68.0,0,2637.11,low,none
A032361,R02,81.8,3,10013.87,4,42.8,64.7,53.4,0,14520.11,high,dd_stop
A032362,R03,75.7,4,7460.85,3,69.7,68.2,40.2,0,11937.36,high,none
A032363,R08,77.3,1,2395.82,1,53.5,19.1,39.4,0,2755.19,low,none
A032364,R06,88.9,1,13825.72,4,38.1,60.9,22.0,0,15899.58,high,none
A032365,R07,82.9,1,1066.31,0,20.2,21.0,42.7,0,1226.26,low,dormant
A032366,R08,41.9,1,15994.8,4,18.7,51.5,80.4,1,18394.02,high,none
A032367,R08,84.4,1,6847.57,3,60.6,41.3,45.1,0,7874.71,high,none
A032368,R09,23.0,2,4353.92,2,62.1,18.4,74.4,0,5660.09,high,none
A032369,R08,58.4,2,2460.01,1,27.4,32.3,41.0,1,3198.01,low,none
A032370,R05,23.9,1,407.19,0,50.5,57.4,81.0,1,468.27,low,none
A032371,R02,34.5,5,1432.25,0,35.3,62.6,54.8,0,2506.45,low,none
A032372,R05,119.6,1,3568.1,2,25.6,60.2,49.0,0,4103.31,low,none
A032373,R03,42.5,4,1715.6,1,64.7,42.4,62.0,0,2744.96,low,none
A032374,R00,34.4,3,1346.09,0,43.7,34.6,72.4,0,1951.83,low,dormant
A032375,R05,96.6,1,5070.74,3,37.0,57.5,57.9,0,5831.35,high,none
A032376,R05,31.8,1,855.95,0,88.0,31.1,44.4,1,984.35,low,none
A032377,R07,74.1,2,3373.94,2,47.0,46.8,0.0,2,4386.12,low,none
A032378,R06,62.5,3,1102.79,0,11.4,49.7,29.7,0,1599.04,low,none
A032379,R01,50.0,4,1022.22,0,62.0,31.9,45.7,1,1635.56,low,none
A032380,R00,29.1,1,14474.39,4,65.8,36.1,61.9,1,16645.54,high,none
A032381,R08,141.1,3,1037.26,0,70.7,65.3,33.0,0,1504.03,low,none
A032382,R09,33.2,2,326.35,0,32.3,32.0,70.9,0,424.26,low,none
A032383,R07,123.8,5,27423.28,4,56.4,11.8,36.3,0,47990.74,high,none
A032384,R09,77.5,3,1795.21,1,48.5,66.2,32.6,0,2603.06,low,none
A032385,R06,95.7,3,1191.58,0,55.7,53.2,50.6,0,1727.79,low,none
A032386,R06,61.7,4,8627.53,3,39.4,32.5,43.5,1,13804.05,high,none
A032387,R01,144.2,1,1740.1,1,31.0,45.7,66.2,0,2001.11,low,none
A032388,R08,168.2,3,2278.45,1,60.2,53.5,41.3,1,3303.75,low,none
A032389,R06,46.1,1,3025.2,2,52.7,67.1,81.1,2,3478.97,low,none
A032390,R01,34.7,4,5787.89,3,47.1,56.7,50.4,1,9260.63,high,none
A032391,R01,57.6,5,5823.61,3,58.2,34.5,38.8,1,10191.32,high,none
A032392,R04,44.7,2,16787.23,4,39.9,70.5,25.7,1,21823.4,high,none
A032393,R00,111.8,5,14539.09,4,66.7,28.4,29.0,0,25443.4,high,none
A032394,R02,80.1,6,3930.97,2,58.4,68.9,42.2,0,7468.83,high,none
A032395,R01,21.3,1,16161.3,4,61.9,81.5,42.3,0,18585.5,high,none
A032396,R00,20.8,3,11773.81,4,53.9,48.8,7.9,1,17072.03,high,none
A032397,R00,64.1,1,1997.55,1,42.8,77.1,21.6,3,2297.19,low,dormant
A032398,R04,111.4,1,10313.38,4,56.0,49.1,30.8,0,11860.38,high,dormant
A032399,R06,30.4,2,74053.15,4,55.7,66.9,93.7,1,96269.1,high,dormant
A032400,R06,75.9,2,2149.6,1,47.9,37.6,0.0,0,2794.49,low,none
A032401,R07,89.3,2,3950.02,2,43.9,94.4,36.7,0,5135.03,high,none
A032402,R05,78.7,1,241.54,0,58.4,13.8,53.5,1,277.77,low,none
A032403,R09,17.4,2,5577.42,3,58.6,28.3,54.2,0,7250.64,high,none
A032404,R02,40.6,1,7823.44,3,85.0,89.8,59.8,1,8996.95,high,none
A032405,R04,41.0,3,4865.78,3,33.9,31.6,38.3,1,7055.38,high,none
A032406,R00,89.4,2,6028.59,3,78.4,54.3,15.1,0,7837.16,high,none
A032407,R04,38.0,2,10254.03,4,95.2,81.7,68.8,1,13330.24,high,large_withdrawal
A032408,R07,21.9,1,1558.5,1,77.6,55.6,60.8,0,1792.28,low,large_withdrawal
A032409,R01,85.7,1,1334.76,0,96.1,86.7,47.1,1,1534.98,low,none
A032410,R07,27.0,2,7798.79,3,26.2,26.9,57.9,0,10138.43,high,dd_stop
A032411,R06,12.9,1,6781.1,3,57.6,74.1,71.8,0,7798.27,high,none
A032412,R03,39.7,3,2119.65,1,54.0,56.9,68.2,1,3073.49,low,none
A032413,R04,14.3,2,5163.95,3,48.4,44.4,15.6,2,6713.14,high,none
A032414,R09,10.8,2,2872.85,2,44.0,75.3,22.4,1,3734.71,low,none
A032415,R02,5.5,2,10301.98,4,49.1,49.2,54.4,0,13392.58,high,none
A032416,R07,72.5,4,7641.44,3,46.0,55.0,43.6,0,12226.31,high,none
A032417,R00,54.7,1,5565.51,3,49.4,37.7,66.7,0,6400.34,high,none
A032418,R07,187.7,1,1914.66,1,25.1,59.3,50.9,0,2201.86,low,none
A032419,R09,34.8,1,1155.78,0,46.7,10.7,57.7,0,1329.15,low,dd_stop
A032420,R02,133.3,2,7883.72,3,70.9,53.9,50.5,1,10248.83,high,none
A032421,R07,75.2,4,68491.44,4,70.7,51.8,48.1,0,109586.31,high,none
A032422,R03,36.7,3,4334.0,2,66.2,19.2,58.5,1,6284.3,high,none
A032423,R09,23.4,1,1025.1,0,39.7,36.3,47.1,2,1178.86,low,none
A032424,R09,63.8,4,25115.5,4,23.7,2.2,29.4,0,40184.81,high,none
A032425,R05,26.3,1,19386.05,4,24.1,48.0,23.4,1,22293.96,high,none
A032426,R00,63.0,2,17575.25,4,14.6,71.1,15.7,0,22847.82,high,none
A032427,R09,25.6,3,2638.71,1,15.7,76.4,32.3,0,3826.13,low,none
A032428,R09,19.9,2,2429.3,1,56.0,56.6,61.0,0,3158.09,low,none
A032429,R08,10.1,2,2104.94,1,73.1,48.2,94.5,0,2736.42,low,none
A032430,R09,59.9,1,2164.59,1,27.5,35.9,34.4,0,2489.27,low,none
A032431,R00,50.9,1,4470.74,2,18.1,39.8,65.6,0,5141.35,high,none
A032432,R06,19.4,4,2966.07,2,31.7,58.6,71.6,0,4745.72,low,none
A032433,R08,47.3,1,3943.59,2,19.3,64.9,72.1,0,4535.13,low,none
A032434,R08,14.6,5,5551.15,3,44.9,81.0,23.1,1,9714.5,high,none
A032435,R07,53.9,1,2598.47,1,50.2,14.4,42.2,1,2988.25,low,none
A032436,R09,48.3,1,827.0,0,36.7,39.4,36.1,1,951.05,low,none
A032437,R03,83.0,2,1149.47,0,76.8,31.1,46.9,1,1494.31,low,none
A032438,R09,13.8,2,3383.7,2,49.0,62.4,27.6,0,4398.82,low,none
A032439,R09,5.2,3,4273.49,2,4.6,33.9,47.7,0,6196.55,high,none
A032440,R00,126.0,4,690.76,0,79.1,85.3,69.6,0,1105.22,low,none
A032441,R07,68.0,3,2868.89,2,64.6,25.8,32.5,0,4159.89,low,none
A032442,R04,30.5,1,6138.7,3,82.5,36.3,40.5,2,7059.5,high,dd_stop
A032443,R05,119.5,1,9187.38,3,43.6,37.8,50.4,0,10565.49,high,dormant
A032444,R04,184.9,5,5877.24,3,66.3,57.4,55.8,1,10285.17,high,none
A032445,R08,71.1,2,10027.86,4,27.4,28.1,26.3,0,13036.22,high,dormant
A032446,R00,47.3,3,7213.07,3,44.8,42.9,67.4,0,10458.95,high,none
A032447,R07,17.7,3,578.39,0,58.9,38.3,94.3,0,838.67,low,none
A032448,R09,38.5,2,2854.48,2,50.2,38.1,59.1,1,3710.82,low,none
A032449,R03,17.7,2,7390.11,3,56.5,91.3,26.6,0,9607.14,high,none
A032450,R02,70.1,3,1217.97,0,44.2,26.6,56.4,0,1766.06,low,none
A032451,R03,221.2,1,7653.0,3,73.6,33.2,60.0,1,8800.95,high,none
A032452,R05,75.5,3,576.31,0,37.8,50.1,33.7,1,835.64,low,none
A032453,R01,119.7,3,16355.9,4,47.1,74.6,35.8,1,23716.06,high,none
A032454,R09,46.2,2,4234.37,2,32.6,34.9,69.5,0,5504.68,high,none
A032455,R06,68.6,3,992.11,0,0.0,35.5,56.5,1,1438.55,low,none
A032456,R00,41.5,2,1252.38,0,47.4,79.0,42.3,1,1628.09,low,none
A032457,R09,13.1,4,4992.65,3,61.8,16.5,64.2,0,7988.24,high,none
A032458,R06,7.1,1,2392.32,1,33.2,25.8,65.0,1,2751.17,low,none
A032459,R02,208.4,3,26416.69,4,41.1,52.2,39.6,0,38304.2,high,none
A032460,R08,33.2,3,2493.18,1,88.7,0.0,12.4,0,3615.12,low,none
A032461,R01,46.8,3,4633.45,2,30.5,56.9,8.8,0,6718.5,high,none
A032462,R05,7.6,1,20935.37,4,73.2,44.5,10.4,0,24075.68,high,dormant
A032463,R06,41.8,1,5800.96,3,93.4,83.5,43.1,0,6671.1,high,large_withdrawal
A032464,R02,86.2,1,2211.75,1,81.4,67.3,55.7,1,2543.51,low,large_withdrawal
A032465,R06,81.0,1,2151.05,1,57.6,19.7,76.9,1,2473.71,low,none
A032466,R01,54.4,3,11901.09,4,76.6,19.1,54.4,0,17256.58,high,none
A032467,R04,89.9,4,21226.07,4,46.5,35.5,53.5,0,33961.72,high,none
A032468,R05,33.9,2,1678.81,1,42.3,83.3,38.8,0,2182.45,low,none
A032469,R02,122.5,4,1799.09,1,41.3,39.1,69.8,0,2878.54,low,none
A032470,R03,265.1,2,2001.97,1,53.6,66.2,61.1,0,2602.56,low,none
A032471,R01,109.6,1,4905.99,3,57.6,65.8,63.4,0,5641.89,high,none
A032472,R07,47.5,4,27223.35,4,77.8,34.7,16.9,2,43557.36,high,none
A032473,R09,28.0,3,9771.02,4,37.6,73.2,28.7,0,14167.98,high,none
A032474,R09,18.3,1,4426.85,2,56.8,42.4,56.8,0,5090.88,high,none
A032475,R02,52.4,4,4799.5,2,21.8,52.6,31.4,1,7679.2,high,none
A032476,R01,18.4,5,6750.71,3,71.6,53.9,32.2,2,11813.75,high,none
A032477,R04,63.2,3,589.56,0,66.2,45.7,35.2,2,854.86,low,none
A032478,R04,48.7,3,5209.27,3,62.2,43.9,53.6,0,7553.45,high,none
A032479,R05,27.6,3,52966.59,4,57.0,96.2,50.4,0,76801.56,high,none
A032480,R06,56.9,2,1755.05,1,21.1,56.2,57.6,0,2281.57,low,none
A032481,R04,61.4,2,273.84,0,43.9,42.8,51.0,0,356.0,low,none
A032482,R00,75.1,1,22290.39,4,58.8,48.7,67.8,0,25633.95,high,dd_stop
A032483,R00,50.8,1,2089.13,1,95.4,52.1,16.5,0,2402.5,low,none
A032484,R00,71.0,1,4319.41,2,55.7,32.9,55.5,0,4967.33,low,none
A032485,R04,115.7,2,8940.5,3,33.0,66.4,39.4,0,11622.65,high,none
A032486,R02,20.0,2,9819.02,4,46.9,79.0,51.4,0,12764.72,high,none
A032487,R02,18.9,5,21642.08,4,46.5,20.7,69.0,0,37873.64,high,none
A032488,R08,87.6,3,6994.31,3,50.4,30.0,22.1,0,10141.74,high,none
A032489,R05,33.1,2,5787.88,3,18.4,47.3,71.8,1,7524.25,high,none
