account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A035556,R00,7176.93,high,none,0.8572601,0.034832574,0.072494484,0.03541289,none
A003475,R09,5503.1,high,none,0.922774,0.048076972,0.0048709246,0.024278121,none
A003918,R05,14776.76,high,none,0.9363172,0.026095824,0.018730137,0.018856892,none
A012293,R05,15992.27,high,none,0.9551993,0.016549952,0.0066758613,0.021574927,none
A013261,R07,4337.79,low,none,0.9035328,0.004305891,0.0602587,0.0319026,none
A031346,R05,1693.4,low,none,0.9188793,0.040059216,0.017933644,0.023127878,none
A027412,R00,4682.99,low,none,0.745727,0.16089143,0.07127326,0.02210827,none
A002827,R08,4073.51,low,none,0.94418746,0.030698307,0.005886608,0.019227596,none
A028878,R00,3447.14,low,none,0.887083,0.06575062,0.03450388,0.012662498,none
A034054,R08,8879.78,high,none,0.86587757,0.018047655,0.030760467,0.0853143,none
A031695,R05,1230.12,low,none,0.66996837,0.027190706,0.0037836372,0.29905733,none
A037215,R03,2842.21,low,none,0.8505786,0.052540515,0.0635074,0.03337348,none
A021880,R03,2956.09,low,none,0.92890245,0.029263435,0.015684307,0.026149822,none
A028876,R03,2542.77,low,none,0.7507512,0.010530335,0.016893094,0.22182536,none
A001242,R05,15642.04,high,none,0.789237,0.047908213,0.07772443,0.08513028,none
A038946,R01,10809.8,high,none,0.94133955,0.0010869317,0.034700345,0.022873137,none
A001363,R00,6816.83,high,none,0.8435893,0.04913525,0.0859476,0.021327838,none
A007599,R08,4411.36,low,none,0.86568636,0.0033184148,0.01698493,0.11401036,none
A036903,R00,8706.8,high,none,0.9393537,0.033231553,0.00631058,0.021104151,none
A037563,R05,21183.75,high,none,0.7799605,0.11984602,0.0070166895,0.09317672,none
A020621,R01,6920.76,high,none,0.9707155,0.01029006,0.0048047896,0.014189623,none
A035907,R01,11908.22,high,large_withdrawal,0.86946994,0.045732763,0.003346279,0.08145101,none
A009956,R06,12057.06,high,none,0.88228285,0.0089142,0.0033339139,0.105469,none
A019152,R02,6731.33,high,dormant,0.6384258,0.028389474,0.013492955,0.3196918,none
A000189,R09,6281.2,high,none,0.8955885,0.00087680714,0.005284053,0.098250575,none
A008299,R03,11932.7,high,none,0.89964736,0.029768959,0.003102916,0.06748073,none
A006745,R04,29646.9,high,none,0.87039953,0.015562164,0.03166863,0.0823697,none
A013688,R08,2436.71,low,none,0.8817995,0.01963676,0.061735444,0.03682827,none
A002669,R07,1794.34,low,none,0.8369272,0.008898158,0.06470146,0.089473225,none
A009407,R03,15092.15,high,none,0.9203112,0.036498234,0.012109231,0.031081336,none
A019360,R08,12854.61,high,none,0.79233027,0.0068300525,0.038152937,0.16268672,none
A017947,R01,1292.98,low,none,0.9419419,0.008067028,0.023606852,0.026384179,none
A010664,R00,2961.96,low,none,0.93224436,0.03555537,0.012227329,0.019972915,none
A029599,R05,7821.87,high,none,0.9358029,0.025850402,0.021144576,0.017202131,none
A023243,R08,6519.54,high,none,0.8951659,0.012317703,0.061342593,0.03117373,none
A007246,R07,8331.13,high,none,0.9668892,0.008630299,0.011808989,0.012671449,none
A025986,R09,15474.17,high,none,0.9599276,0.00954578,0.0054409406,0.025085635,none
A015788,R09,4940.89,low,none,0.9503929,0.016828477,0.003659457,0.029119167,none
A023783,R03,5831.62,high,none,0.92254674,0.011190988,0.002828891,0.06343332,none
A036823,R02,3507.54,low,none,0.92567354,0.027658958,0.012525293,0.034142196,none
A011990,R02,6633.03,high,dd_stop,0.90223813,0.021018256,0.045147877,0.03159574,none
A012551,R04,3417.25,low,none,0.95571,0.0008713958,0.0070662373,0.036352362,none
A014395,R04,4209.09,low,none,0.92944074,0.03937281,0.0060580187,0.025128372,none
A023920,R03,2019.34,low,none,0.9104837,0.015961545,0.010643455,0.06291131,none
A024081,R06,2776.48,low,none,0.71017367,0.013945366,0.0340532,0.24182782,none
A023181,R06,6796.14,high,none,0.8916477,0.0009089121,0.0076684603,0.09977499,none
A001214,R08,4551.28,low,none,0.93280405,0.012128431,0.026403673,0.028663786,none
A030629,R07,1843.38,low,none,0.9470563,0.0009560925,0.009371102,0.042616505,none
A017895,R08,3328.94,low,none,0.9116767,0.029545318,0.023277448,0.035500538,none
A023594,R04,4558.36,low,none,0.7393163,0.0104285665,0.010696984,0.23955813,none
A032693,R09,3600.6,low,none,0.9060054,0.0034368562,0.057209335,0.03334843,none
A022939,R04,59110.59,high,none,0.78933394,0.015703626,0.025515087,0.1694473,none
A017417,R09,16945.28,high,none,0.86781603,0.0076148175,0.008397699,0.11617144,none
A026597,R05,5010.92,high,none,0.789049,0.06213588,0.052592516,0.0962226,none
A033212,R01,956.18,low,dormant,0.80010027,0.026022742,0.052164905,0.12171208,none
A018223,R05,7673.75,high,none,0.9073697,0.049964346,0.019942956,0.022723008,none
A003290,R00,4612.85,low,none,0.93977845,0.017088363,0.015013248,0.028120004,none
A016541,R05,9913.08,high,none,0.8813472,0.03677673,0.014527805,0.0673483,none
A037019,R01,3607.79,low,none,0.9196219,0.008386455,0.0041814726,0.067810185,none
A009103,R09,6037.79,high,none,0.92554945,0.016595412,0.03704564,0.020809505,none
A020765,R06,4309.65,low,none,0.8894457,0.03265609,0.044592228,0.033305995,none
A022264,R06,8511.74,high,none,0.79780716,0.14162622,0.041333083,0.019233534,none
A026265,R06,1626.28,low,none,0.943213,0.0007941153,0.016335318,0.039657556,none
A006226,R08,4303.06,low,none,0.8986485,0.016846238,0.05876492,0.025740327,none
A020899,R07,5252.6,high,none,0.95313406,0.021991061,0.0056063235,0.019268591,none
A016052,R09,12605.81,high,none,0.87040055,0.0076298956,0.010963782,0.11100573,none
A015293,R03,4225.84,low,none,0.84149605,0.01620681,0.043186642,0.09911053,none
A016353,R07,5436.22,high,none,0.8756489,0.030826844,0.06778149,0.02574279,none
A023795,R04,1062.16,low,none,0.8070606,0.08496524,0.07554435,0.03242978,none
A037317,R09,8502.98,high,dd_stop,0.86260843,0.038471054,0.077100486,0.021820048,none
A032675,R09,5600.76,high,none,0.8654294,0.025956055,0.015184203,0.0934303,none
A017154,R07,3132.61,low,none,0.93425924,0.013685118,0.027827278,0.024228368,none
A036190,R01,1052.94,low,large_withdrawal,0.8913786,0.074383065,0.017777655,0.01646069,none
A038398,R07,2394.1,low,dormant,0.8689495,0.017204374,0.030317156,0.08352899,none
A004401,R03,29533.59,high,none,0.88332826,0.025410717,0.06342434,0.027836736,none
A009778,R02,1203.76,low,none,0.8713334,0.022155538,0.06836447,0.03814664,none
A008751,R03,28024.58,high,none,0.9252921,0.01691381,0.037249263,0.020544924,none
A012629,R04,9879.49,high,none,0.90121406,0.00097294734,0.009634963,0.08817804,none
A019042,R06,14861.1,high,none,0.96660465,0.0006347584,0.007517525,0.025243076,none
A007131,R05,5737.19,high,none,0.9478382,0.0013636625,0.012821565,0.037976608,none
A020362,R09,1871.85,low,none,0.9563471,0.025283668,0.004804142,0.013565121,none
A038528,R05,32316.21,high,none,0.9305938,0.028814068,0.013509593,0.027082501,none
A006504,R00,8043.82,high,dd_stop,0.7863878,0.12029356,0.07025107,0.02306755,none
A004294,R05,14077.86,high,none,0.88219714,0.0641841,0.03171994,0.02189886,none
A015751,R03,10054.91,high,none,0.8269286,0.054695085,0.01098165,0.1073946,none
A028697,R09,9480.12,high,none,0.89995825,0.01423473,0.05875072,0.027056348,none
A017248,R02,3953.29,low,none,0.889028,0.053098768,0.032862794,0.025010386,none
A018655,R04,23410.97,high,none,0.7654091,0.13000895,0.07077537,0.033806637,none
A027204,R04,7769.76,high,none,0.91319686,0.037643764,0.012576662,0.036582727,none
A011858,R06,1824.65,low,none,0.91208005,0.010861846,0.004022507,0.073035635,none
A031132,R05,10769.89,high,none,0.7157984,0.079128996,0.054898683,0.15017398,none
A038433,R04,3613.71,low,none,0.9346436,0.015282008,0.0231342,0.026940187,none
A003655,R07,11468.15,high,none,0.8843368,0.010196161,0.019026415,0.08644054,none
A012568,R01,4747.21,low,none,0.87573797,0.093714476,0.006617178,0.02393035,none
A020285,R08,7886.04,high,none,0.9828917,0.005348855,0.0020292616,0.009730215,none
A012134,R01,1485.18,low,none,0.95976675,0.016129674,0.007332705,0.016770914,none
A021787,R09,5835.42,high,none,0.89191824,0.009878097,0.023137622,0.07506603,none
A000904,R05,5190.69,high,none,0.85599464,0.04326155,0.07446044,0.02628334,none
A007319,R09,17158.37,high,none,0.94494003,0.005103973,0.008353593,0.04160243,none
A005229,R08,6464.09,high,none,0.8672416,0.03595697,0.055189233,0.041612137,none
A032278,R02,17762.51,high,none,0.9669846,0.012857874,0.0031552801,0.017002253,none
A008905,R04,24482.07,high,large_withdrawal,0.8544763,0.042869955,0.004766758,0.097886965,none
A001314,R05,2887.03,low,none,0.8660934,0.039119795,0.00742288,0.08736393,none
A015424,R03,18287.04,high,none,0.89888877,0.063691385,0.012011541,0.025408275,none
A022474,R04,20427.64,high,none,0.9287326,0.029228387,0.019419907,0.022619115,none
A008704,R03,1501.97,low,none,0.95754147,0.006601786,0.008059578,0.027797166,none
A001938,R00,5067.19,high,none,0.8330524,0.08360723,0.057071835,0.026268538,none
A011344,R09,4625.78,low,none,0.8024484,0.0670418,0.030555053,0.09995476,none
A018517,R02,4536.79,low,none,0.8592684,0.063319355,0.03758648,0.039825726,none
A005118,R03,3996.7,low,none,0.96508884,0.0033946333,0.005718938,0.025797563,none
A003129,R01,16584.89,high,none,0.9146243,0.018614361,0.034495756,0.032265667,none
A010435,R04,1429.9,low,dormant,0.898071,0.029104553,0.003855634,0.06896887,none
A000262,R05,3727.98,low,none,0.86133325,0.07222678,0.03923517,0.02720477,none
A001969,R00,1574.19,low,none,0.9356872,0.027421242,0.01479513,0.022096407,none
A032098,R09,5630.88,high,none,0.9139979,0.0029679872,0.04327264,0.039761487,none
A032789,R06,16478.8,high,none,0.9334483,0.017715434,0.02849199,0.020344216,none
A023956,R09,4407.28,low,none,0.8378241,0.062330253,0.06790207,0.031943627,none
A022258,R00,13111.85,high,none,0.8757938,0.04420118,0.053935744,0.02606925,none
A038162,R04,12354.13,high,none,0.9358321,0.024989434,0.01972703,0.019451452,none
A005088,R04,3548.58,low,none,0.9537629,0.014473288,0.006804746,0.02495909,none
A003565,R05,5864.47,high,none,0.9343756,0.011137192,0.031215189,0.023272103,none
A030598,R03,1194.12,low,none,0.8390329,0.021596564,0.059577662,0.07979284,none
A007017,R05,4918.61,low,none,0.90535945,0.035713937,0.037773553,0.02115304,none
A002879,R08,9540.05,high,none,0.948311,0.027497878,0.0036590605,0.020532079,none
A015216,R08,27429.14,high,none,0.7647295,0.011368537,0.10933918,0.11456272,none
A001043,R03,12190.44,high,dormant,0.74167144,0.026851878,0.014921736,0.216555,none
A027384,R03,2171.12,low,none,0.9414136,0.020447843,0.02041819,0.017720371,none
A037408,R02,7060.22,high,none,0.88882685,0.0051353653,0.05559345,0.050444312,none
A014796,R03,7726.69,high,none,0.9093999,0.014000409,0.006607141,0.06999248,none
A026514,R00,7476.14,high,none,0.8189366,0.035990212,0.040077467,0.10499573,none
A003844,R04,6661.72,high,none,0.95001256,0.009353927,0.01761475,0.023018826,none
A009631,R08,16093.08,high,none,0.72798455,0.11697655,0.0689827,0.086056225,none
A017657,R04,9150.9,high,none,0.9148871,0.033917487,0.030122632,0.02107274,none
A001813,R05,7718.95,high,none,0.93411636,0.022687888,0.017676236,0.0255195,none
A014823,R01,1406.57,low,none,0.8959082,0.083208025,0.0066076443,0.014276119,none
A014174,R05,22880.02,high,none,0.94229186,0.020034015,0.012021865,0.025652282,none
A013347,R01,39554.32,high,dormant,0.882597,0.032306094,0.059586152,0.025510712,none
A020826,R03,2365.3,low,none,0.97006464,0.0023764113,0.003788426,0.023770535,none
A013665,R01,1271.98,low,none,0.84425694,0.028253146,0.036767602,0.090722315,none
A022290,R00,6436.49,high,none,0.9380409,0.009019988,0.027906483,0.025032625,none
A028505,R09,18906.06,high,none,0.83380604,0.07158873,0.024643615,0.06996167,none
A039604,R00,2962.61,low,none,0.85369164,0.038243167,0.06925749,0.038807735,none
A026233,R08,6946.43,high,none,0.6728793,0.018092157,0.033546295,0.27548227,none
A026858,R09,2997.13,low,none,0.8243554,0.0866264,0.062474757,0.02654342,none
A025428,R04,6258.69,high,none,0.7889453,0.12661472,0.05995303,0.024486871,none
A031599,R01,987.38,low,none,0.717798,0.101507224,0.01838316,0.16231166,none
A033046,R09,6118.81,high,none,0.8425518,0.03278143,0.043116942,0.08154982,none
A013835,R00,5276.06,high,none,0.9378349,0.035289254,0.0108139645,0.016061839,none
A031215,R01,1745.7,low,none,0.947124,0.012079521,0.009376407,0.031420108,none
A013743,R09,4460.29,low,none,0.96849895,0.0007482759,0.007261605,0.023491133,none
A011083,R04,1261.28,low,none,0.9287072,0.011581697,0.029314749,0.03039639,none
A013281,R07,8405.62,high,dormant,0.95568377,0.017376041,0.011584397,0.015355735,none
A002417,R03,5642.33,high,none,0.9116331,0.028346518,0.03207697,0.027943432,none
A037145,R09,3718.57,low,none,0.8984362,0.008574651,0.004857342,0.08813177,none
A013388,R06,2833.91,low,none,0.9332835,0.006871361,0.030274598,0.029570475,none
A034652,R01,1495.45,low,none,0.82925355,0.056691088,0.082021736,0.03203365,none
A009421,R07,728.75,low,none,0.86934227,0.03550132,0.062550426,0.032605972,none
A013636,R08,5235.18,high,none,0.8640968,0.031707156,0.07573154,0.02846451,none
A018698,R00,570.54,low,large_withdrawal,0.89117974,0.018857792,0.0139779765,0.07598448,none
A002061,R02,25931.82,high,none,0.85408145,0.003588587,0.012367844,0.12996215,none
A036087,R00,3885.06,low,none,0.8589338,0.0050222096,0.0260688,0.10997519,none
A010371,R08,3132.35,low,dormant,0.9205559,0.023870992,0.026997345,0.028575785,none
A005190,R01,6832.58,high,none,0.9350435,0.011255965,0.03227013,0.02143044,none
A023513,R09,7308.59,high,large_withdrawal,0.6784803,0.015705105,0.015985347,0.28982922,none
A000984,R04,5322.1,high,none,0.9233677,0.028354729,0.01536845,0.03290915,none
A020279,R03,1929.3,low,none,0.9200689,0.0036663276,0.013242063,0.06302263,none
A003069,R09,5295.16,high,none,0.904028,0.06580341,0.01302513,0.017143402,none
A026892,R00,12953.75,high,none,0.8073355,0.01788427,0.05440519,0.12037506,none
A033597,R00,2673.14,low,dd_stop,0.80299973,0.12572989,0.05154443,0.019725937,none
A003171,R01,1776.22,low,none,0.9065523,0.017457474,0.043983977,0.032006234,none
A022930,R07,1201.87,low,none,0.92405844,0.05202902,0.009005395,0.014907161,none
A015321,R09,1455.72,low,dormant,0.702947,0.014894407,0.025517676,0.25664085,none
A025894,R02,11349.1,high,none,0.88388896,0.0019144116,0.022017172,0.09217952,none
A020089,R01,2936.85,low,none,0.91120243,0.05706473,0.008852217,0.02288066,none
A027869,R05,15424.52,high,none,0.9308971,0.03613655,0.012840414,0.020125967,none
A036162,R07,40697.16,high,none,0.945443,0.01340089,0.021924647,0.019231537,none
A034532,R02,2404.85,low,none,0.9510368,0.0193399,0.0053465725,0.024276648,none
A003765,R02,32873.27,high,none,0.914216,0.012203719,0.0038910205,0.069689244,none
A019652,R08,51163.49,high,none,0.8526359,0.030925177,0.0903509,0.026087994,none
A034272,R06,18001.46,high,none,0.9076978,0.034245323,0.02714806,0.030908877,none
A037028,R00,312.57,low,none,0.92705834,0.025786456,0.026150452,0.021004705,none
A035229,R04,11640.63,high,none,0.87099457,0.016999284,0.06972257,0.042283572,none
A005336,R08,28786.94,high,none,0.8804197,0.041921493,0.048474208,0.029184613,none
A001010,R09,937.55,low,none,0.96161807,0.0073152413,0.012108155,0.018958565,none
A009527,R02,4404.48,low,none,0.8978864,0.03721996,0.028784446,0.036109187,none
A008960,R09,7268.36,high,large_withdrawal,0.7199558,0.028363924,0.0045046913,0.24717559,none
A012335,R06,1197.51,low,none,0.8700054,0.06658463,0.003906871,0.059503116,none
A038550,R02,4481.06,low,none,0.87027216,0.06333626,0.031378392,0.03501319,none
A016528,R07,1303.79,low,none,0.94160825,0.01970688,0.02040849,0.018276408,none
A004714,R02,1420.12,low,none,0.60366046,0.038285132,0.044177026,0.31387734,none
A032642,R01,4720.34,low,none,0.9128711,0.0060205604,0.027999103,0.053109188,none
A023232,R03,1972.64,low,none,0.7993072,0.048370726,0.051893868,0.10042815,none
A001860,R05,30762.12,high,none,0.9428181,0.031508025,0.0061528315,0.019521005,none
A000999,R02,1532.97,low,none,0.8939254,0.019759718,0.062214695,0.024100138,none
A010379,R08,355.96,low,none,0.8661615,0.0014146238,0.019320466,0.11310343,none
A006596,R05,12360.98,high,none,0.90576404,0.03123084,0.031107094,0.031897984,none
A003776,R03,2259.53,low,none,0.86890167,0.0087803,0.06595994,0.056358103,none
A034439,R00,6360.88,high,none,0.9159397,0.012784395,0.03170331,0.039572574,none
A029863,R05,23212.05,high,none,0.9346899,0.0016459109,0.03158248,0.032081682,none
A027655,R09,4437.4,low,none,0.9215499,0.0179205,0.03542567,0.025103964,none
A020161,R00,5052.82,high,none,0.85049736,0.000892064,0.02997706,0.118633494,none
A016060,R07,888.87,low,none,0.94984746,0.017080776,0.007229656,0.025842087,none
A016523,R06,1548.69,low,none,0.8836729,0.0064521907,0.02437127,0.08550363,none
A019622,R09,920.94,low,none,0.8732758,0.029636858,0.06740693,0.029680377,none
A006949,R03,10159.72,high,none,0.9699062,0.011451339,0.004887487,0.013755047,none
A032819,R03,20963.39,high,none,0.9568826,0.018765267,0.0030562198,0.021295851,none
A000944,R07,3448.48,low,none,0.952068,0.008952171,0.006684091,0.032295745,none
A027673,R06,4921.32,low,dormant,0.9349483,0.035330027,0.0044733984,0.025248185,none
A003091,R06,1147.51,low,none,0.8830373,0.0065785926,0.07266369,0.037720386,none
A033547,R01,20894.32,high,none,0.54549766,0.020990362,0.043517705,0.38999426,none
A016094,R02,3673.33,low,none,0.85352653,0.022351744,0.012060356,0.11206137,none
A021378,R01,21390.44,high,none,0.8509498,0.034720983,0.08689127,0.02743789,none
A023495,R07,4114.35,low,none,0.8514764,0.045958985,0.022944773,0.07961987,none
A034665,R09,2540.57,low,none,0.9536676,0.0010245164,0.0073952097,0.03791273,none
A020844,R08,12951.94,high,none,0.90817606,0.013204165,0.041159395,0.037460342,none
A016936,R03,4575.19,low,none,0.9258888,0.037029132,0.012734316,0.024347784,none
A009937,R09,5380.7,high,none,0.8421188,0.011855307,0.0045454097,0.14148045,none
A035527,R01,63610.0,high,none,0.8736485,0.017819148,0.055661596,0.052870736,none
A027274,R07,831.74,low,none,0.93455255,0.00130442,0.030960267,0.033182833,none
A028993,R09,2966.85,low,none,0.84309745,0.032799404,0.025751835,0.09835126,none
A020411,R03,18408.17,high,none,0.8254092,0.07733272,0.01584413,0.08141394,none
A016760,R00,1944.38,low,none,0.8845393,0.032223064,0.032904435,0.050333243,none
A011705,R07,3543.53,low,none,0.9122272,0.015597157,0.013751991,0.058423646,none
A023782,R04,20668.21,high,none,0.9633557,0.0011907903,0.0076854723,0.027767958,none
A039414,R00,3626.14,low,none,0.8949207,0.026225608,0.02195238,0.05690129,none
A013973,R01,22732.98,high,none,0.9484674,0.021473788,0.004377606,0.025681244,none
A002560,R02,17577.66,high,none,0.8803139,0.042150218,0.039649304,0.03788658,none
A035886,R06,5503.76,high,none,0.9464226,0.015283548,0.012507298,0.025786612,none
A025456,R09,3969.95,low,none,0.7346986,0.08210108,0.058319904,0.12488038,none
A014934,R01,984.69,low,none,0.93577445,0.012261083,0.025869032,0.026095415,none
A006728,R00,26579.67,high,none,0.89913446,0.018451674,0.024261747,0.05815207,none
A031657,R05,7371.46,high,none,0.91081816,0.037882134,0.024399549,0.026900183,none
A006262,R01,4335.3,low,none,0.87874347,0.05047672,0.047710713,0.023069106,none
A009364,R04,13578.28,high,dormant,0.8487574,0.013398539,0.013011921,0.12483215,none
A010380,R07,7338.22,high,none,0.8923564,0.009807696,0.030883377,0.06695257,none
A027179,R03,5271.47,high,none,0.92882895,0.014655919,0.029886542,0.026628561,none
A004518,R02,1726.25,low,dormant,0.44501802,0.016548956,0.013867094,0.5245659,dormant
A005635,R07,1991.01,low,none,0.6430485,0.010969901,0.02583977,0.3201418,none
A010831,R00,57998.17,high,none,0.92675877,0.0038252866,0.0076676914,0.061748218,none
A004206,R03,4376.65,low,none,0.9625413,0.0056955195,0.0032335334,0.028529627,none
A033034,R01,1410.54,low,none,0.6379156,0.0414629,0.030845625,0.28977588,none
A032484,R00,4967.33,low,none,0.9008564,0.01591331,0.058932215,0.024298135,none
A009862,R00,41715.83,high,none,0.8493326,0.022984536,0.014088252,0.11359465,none
A009434,R02,1412.28,low,none,0.90639216,0.008736745,0.0044645634,0.08040648,none
A020213,R02,7901.5,high,none,0.9289133,0.015841542,0.016320886,0.038924254,none
A032475,R02,7679.2,high,none,0.8955711,0.017637817,0.005698381,0.08109265,none
A035658,R04,4764.8,low,dd_stop,0.90841603,0.034456473,0.027043682,0.030083831,none
A019820,R01,1003.05,low,none,0.60093206,0.09783896,0.014740616,0.28648832,none
A012422,R08,15487.28,high,dd_stop,0.879323,0.02741299,0.058794092,0.0344699,none
A001961,R07,9556.79,high,none,0.9432809,0.022979507,0.014745976,0.018993646,none
A030056,R02,7312.32,high,none,0.9234407,0.04213133,0.013930697,0.020497335,none
A029596,R04,2923.38,low,none,0.84481865,0.067320965,0.06749383,0.020366604,none
A028592,R05,5122.2,high,none,0.96226954,0.019048858,0.003076971,0.0156045845,none
A001907,R01,5441.7,high,large_withdrawal,0.54958147,0.077342145,0.045519188,0.3275572,none
A002523,R01,1219.69,low,none,0.92176294,0.023875495,0.035428014,0.01893354,none
A036772,R05,10088.21,high,none,0.89275795,0.0063734083,0.061888397,0.03898026,none
A019567,R05,5942.89,high,none,0.9174752,0.05250507,0.0059004636,0.024119254,none
A032464,R02,2543.51,low,dormant,0.81014043,0.014339937,0.050985042,0.124534585,none
A034940,R05,4330.88,low,none,0.88766056,0.029630145,0.057884086,0.024825174,none
A018385,R02,5082.0,high,none,0.8416955,0.040469635,0.08895919,0.028875725,none
A031826,R06,8796.4,high,dd_stop,0.94579995,0.01432487,0.015408832,0.024466401,none
A026828,R03,6210.53,high,none,0.9160603,0.032851417,0.033015784,0.01807251,none
A015227,R02,19037.73,high,none,0.92898166,0.011477011,0.035011496,0.02452984,none
A038292,R02,10241.18,high,none,0.8368868,0.0103886435,0.039513435,0.113211066,none
A006328,R09,1046.79,low,none,0.88796717,0.03024267,0.032648746,0.049141455,none
A039371,R05,1559.42,low,none,0.8999151,0.0012701539,0.003723341,0.09509145,none
A008526,R04,3879.5,low,dd_stop,0.7673375,0.0735562,0.055597298,0.103508994,none
A007954,R06,800.51,low,none,0.9379051,0.0080226865,0.0048118103,0.049260437,none
A039079,R01,7037.85,high,none,0.8041427,0.05450393,0.111237355,0.030115964,none
A022123,R01,2604.5,low,none,0.96997064,0.006932064,0.0031167378,0.019980483,none
A009380,R05,3142.34,low,none,0.7323568,0.091816865,0.07775853,0.09806778,none
A016819,R07,6382.7,high,none,0.88043845,0.027003959,0.073461115,0.019096449,none
A029474,R06,10160.77,high,none,0.94044125,0.041014563,0.0067640287,0.011780132,none
A035757,R06,2509.03,low,none,0.94718474,0.018225359,0.0056593674,0.02893051,none
A022025,R09,2519.79,low,dormant,0.633721,0.0043579205,0.020756502,0.34116456,none
A029862,R02,3537.1,low,none,0.84337634,0.013969827,0.014239402,0.12841447,none
A033489,R05,2568.53,low,none,0.8805829,0.028951555,0.06498041,0.025485126,none
A021894,R08,1839.4,low,dd_stop,0.9171118,0.033669814,0.027008343,0.022210002,none
A031241,R09,8264.74,high,none,0.939588,0.0015246313,0.011913029,0.046974346,none
A002467,R02,2960.87,low,none,0.9482713,0.017009677,0.0066415574,0.02807741,none
A039445,R06,1591.31,low,none,0.94072264,0.016130405,0.012867525,0.030279484,none
A004916,R06,5249.83,high,dormant,0.7852743,0.01954172,0.0037053034,0.19147865,none
A015834,R06,66555.26,high,none,0.91856384,0.023258299,0.04050608,0.017671725,none
A022598,R03,23619.38,high,none,0.94046074,0.03459456,0.0038743464,0.021070369,none
A021041,R07,11695.11,high,none,0.8852523,0.005060165,0.024570161,0.08511744,none
A038694,R08,2182.98,low,none,0.9304044,0.0016690603,0.034562863,0.033363704,none
A034042,R02,32459.38,high,dormant,0.94738907,0.0143641075,0.020567698,0.017679168,none
A000572,R02,3731.88,low,none,0.6919317,0.08196307,0.07005488,0.15605031,none
A014487,R07,7151.34,high,none,0.9000488,0.0039814683,0.0066987122,0.08927101,none
A008623,R05,21527.7,high,none,0.8503677,0.017131506,0.07110857,0.061392173,none
A034763,R09,10264.93,high,none,0.85542125,0.08082746,0.04501477,0.018736558,none
A017701,R03,1639.86,low,none,0.81789255,0.024378171,0.029105399,0.12862387,none
A030956,R08,2884.16,low,none,0.94589806,0.0189107,0.012383072,0.022808146,none
A022805,R06,3224.83,low,dormant,0.9422657,0.0008594547,0.022865966,0.034008864,none
A008896,R05,6657.87,high,none,0.9198986,0.0039877123,0.044344947,0.031768735,none
A035220,R00,26926.93,high,none,0.9320456,0.029830884,0.0067290915,0.031394403,none
A020298,R07,660.63,low,none,0.96348566,0.00064345886,0.011760089,0.024110813,none
A018022,R00,9626.34,high,none,0.84949553,0.058782764,0.019108638,0.07261309,none
A026809,R07,612.45,low,none,0.86040604,0.04943498,0.065176815,0.024982104,none
A025970,R07,45052.59,high,dormant,0.92948866,0.0010136095,0.01592936,0.053568408,none
A013166,R00,9492.48,high,none,0.9040152,0.0042527164,0.006205755,0.08552634,none
A013065,R07,1777.22,low,none,0.9141605,0.0035550487,0.005979411,0.0763051,none
A031260,R09,5069.63,high,none,0.8770961,0.0149054285,0.07706617,0.030932255,none
A008604,R04,1408.39,low,large_withdrawal,0.92758393,0.018386833,0.0326706,0.021358635,none
A002778,R04,3361.43,low,none,0.6895183,0.008664875,0.038734075,0.2630828,none
A039221,R06,1451.9,low,none,0.9238195,0.03341068,0.016356478,0.026413381,none
A036701,R08,1909.34,low,large_withdrawal,0.9035727,0.060621213,0.017697558,0.018108562,none
A001861,R02,729.72,low,none,0.8609356,0.010791072,0.089264944,0.03900839,none
A032070,R01,1235.44,low,none,0.9491773,0.00094287045,0.01751485,0.032364912,none
A015898,R08,11269.11,high,none,0.85146993,0.0902379,0.03185998,0.026432155,none
A039392,R09,7249.39,high,none,0.8989221,0.0117414575,0.06620994,0.02312651,none
A018017,R05,7820.94,high,none,0.9267031,0.02508017,0.009524639,0.038692098,none
A024649,R01,14283.01,high,none,0.93204415,0.016429426,0.02146999,0.030056447,none
A038874,R03,4738.86,low,dd_stop,0.8600635,0.041993428,0.012249874,0.08569314,none
A008329,R05,8170.54,high,none,0.8330384,0.013386581,0.062320847,0.091254234,none
A036774,R03,5451.6,high,none,0.9071491,0.03834893,0.031914447,0.022587527,none
A006856,R02,9699.84,high,dormant,0.9020294,0.03989659,0.03821259,0.019861398,none
A007995,R04,29865.81,high,none,0.866026,0.026504725,0.05319686,0.054272432,none
A023840,R09,34699.74,high,none,0.8764784,0.017850664,0.03585198,0.06981898,none
A030929,R08,10502.19,high,dormant,0.67615014,0.013747553,0.010666183,0.29943612,none
A004150,R02,1226.98,low,large_withdrawal,0.9493114,0.014276764,0.024788473,0.0116234375,none
A019999,R07,4917.44,low,none,0.9664021,0.011344563,0.0039520646,0.018301245,none
A039736,R09,3331.91,low,none,0.90573454,0.0015421195,0.057277165,0.03544623,none
A015965,R02,2416.32,low,none,0.91554123,0.0038740986,0.018182922,0.06240181,none
A028848,R03,6718.34,high,none,0.86750555,0.036555536,0.035918735,0.060020123,none
A008395,R05,4376.31,low,none,0.96305615,0.015869837,0.0028009415,0.018273093,none
A019715,R08,14345.43,high,none,0.89705884,0.022605738,0.047933195,0.032402273,none
